index,actual,consensus,country,day,forecast,hour,indicator,label,period,previous,previous_revised,source
16820,"{""value"": 4.1, ""uom"": ""%""}","{""value"": 1.0, ""uom"": ""%""}",JP,2016-12-12,"{""value"": 2.8, ""uom"": ""%""}",01:50 AM,Machinery Orders MoM,0,OCT,"{""value"": -3.3, ""uom"": ""%""}",null,te
16821,"{""value"": 0.4, ""uom"": ""%""}","{""value"": 0.3, ""uom"": ""%""}",JP,2016-12-12,null,01:50 AM,PPI MoM,0,NOV,"{""value"": -0.1, ""uom"": ""%""}",null,te
16822,"{""value"": -2.2, ""uom"": ""%""}","{""value"": -2.3, ""uom"": ""%""}",JP,2016-12-12,"{""value"": -2.3, ""uom"": ""%""}",01:50 AM,PPI YoY,0,NOV,"{""value"": -2.7, ""uom"": ""%""}",null,te
16823,"{""value"": -0.196, ""uom"": ""%""}",null,IT,2016-12-12,null,02:00 PM,12-Month BOT Auction,0,,"{""value"": -0.217, ""uom"": ""%""}",null,te
16824,"{""value"": -0.741, ""uom"": ""%""}",null,FR,2016-12-12,null,04:00 PM,3-Month BTF Auction,0,,"{""value"": -0.751, ""uom"": ""%""}",null,te
16825,"{""value"": -0.715, ""uom"": ""%""}",null,FR,2016-12-12,null,04:00 PM,6-Month BTF Auction,0,,"{""value"": -0.732, ""uom"": ""%""}",null,te
16826,"{""value"": 1.452, ""uom"": ""%""}",null,US,2016-12-12,null,06:30 PM,3-Year Note Auction,0,,"{""value"": 1.034, ""uom"": ""%""}",null,te
16827,"{""value"": 0.645, ""uom"": ""%""}",null,US,2016-12-12,null,06:30 PM,6-Month Bill Auction,0,,"{""value"": 0.615, ""uom"": ""%""}",null,te
16828,"{""value"": 0.53, ""uom"": ""%""}",null,US,2016-12-12,null,08:00 PM,3-Month Bill Auction,0,,"{""value"": 0.49, ""uom"": ""%""}",null,te
16829,"{""value"": 2.485, ""uom"": ""%""}",null,US,2016-12-12,null,08:00 PM,10-Year Note Auction,0,,"{""value"": 2.02, ""uom"": ""%""}",null,te
16830,"{""value"": 3.3, ""uom"": ""%""}",null,CH,2016-12-09,"{""value"": 3.2, ""uom"": ""%""}",08:45 AM,Unemployment Rate,1,NOV,"{""value"": 3.2, ""uom"": ""%""}",null,te
16831,"{""value"": 19300000000.0, ""uom"": ""\u20ac""}",null,DE,2016-12-09,"{""value"": 20200000000.0, ""uom"": ""\u20ac""}",09:00 AM,Balance of Trade,1,OCT,"{""value"": 24200000000.0, ""uom"": ""\u20ac""}","{""value"": 24400000000.0, ""uom"": ""Previousrevisedfrom\u20ac""}",te
16832,"{""value"": -1.8, ""uom"": ""%""}",null,FR,2016-12-09,null,09:45 AM,Industrial Production YoY,1,OCT,"{""value"": -1.1, ""uom"": ""%""}",null,te
16833,null,"{""value"": -4300.0, ""uom"": null}",UK,2016-12-09,null,,Trade balance,1,,"{""value"": -5221.0, ""uom"": null}",null,cio
16834,null,"{""value"": -0.1, ""uom"": ""%""}",UK,2016-12-09,null,,Construction output,1,,"{""value"": 0.2, ""uom"": ""%""}",null,cio
16835,"{""value"": 98.0, ""uom"": null}","{""value"": 94.5, ""uom"": null}",US,2016-12-09,"{""value"": 94.8, ""uom"": null}",05:00 PM,Michigan Consumer Sentiment Prel,1,DEC,"{""value"": 93.8, ""uom"": null}",null,te
16836,"{""value"": -0.8, ""uom"": ""%""}","{""value"": -1.0, ""uom"": ""%""}",AU,2016-12-09,null,02:30 AM,Home Loans MoM,0,OCT,"{""value"": 1.5, ""uom"": ""%""}","{""value"": 1.6, ""uom"": ""Previousrevisedfrom""}",te
16837,"{""value"": 2.3, ""uom"": ""%""}","{""value"": 2.2, ""uom"": ""%""}",CN,2016-12-09,"{""value"": 2.1, ""uom"": ""%""}",03:30 AM,Inflation Rate YoY,0,NOV,"{""value"": 2.1, ""uom"": ""%""}",null,te
16838,"{""value"": 0.1, ""uom"": ""%""}","{""value"": 0.1, ""uom"": ""%""}",CN,2016-12-09,"{""value"": 0.3, ""uom"": ""%""}",03:30 AM,Inflation Rate MoM,0,NOV,"{""value"": -0.1, ""uom"": ""%""}",null,te
16839,"{""value"": 3.3, ""uom"": ""%""}","{""value"": 2.2, ""uom"": ""%""}",CN,2016-12-09,"{""value"": 2.1, ""uom"": ""%""}",03:30 AM,PPI YoY,0,NOV,"{""value"": 1.2, ""uom"": ""%""}",null,te
16840,"{""value"": 18400000000.0, ""uom"": ""\u20ac""}",null,DE,2016-12-09,"{""value"": 23400000000.0, ""uom"": ""\u20ac""}",09:00 AM,Current Account,0,OCT,"{""value"": 24400000000.0, ""uom"": ""\u20ac""}","{""value"": 24200000000.0, ""uom"": ""Previousrevisedfrom\u20ac""}",te
16841,"{""value"": -85500000000.0, ""uom"": ""\u20ac""}",null,FR,2016-12-09,"{""value"": -84300000000.0, ""uom"": ""\u20ac""}",09:45 AM,Budget Balance,0,OCT,"{""value"": -83000000000.0, ""uom"": ""\u20ac""}",null,te
16842,"{""value"": -0.2, ""uom"": ""%""}","{""value"": 0.6, ""uom"": ""%""}",FR,2016-12-09,"{""value"": 0.6, ""uom"": ""%""}",09:45 AM,Industrial Production MoM,0,OCT,"{""value"": -1.4, ""uom"": ""%""}","{""value"": -1.1, ""uom"": ""Previousrevisedfrom""}",te
16843,"{""value"": -108500000.0, ""uom"": ""\u20ac""}",null,AT,2016-12-09,null,10:00 AM,Balance of Trade,0,SEP,"{""value"": -785000000.0, ""uom"": ""\u20ac""}",null,te
16844,"{""value"": -1970000000.0, ""uom"": ""\u00a3""}",null,GB,2016-12-09,"{""value"": -3400000000.0, ""uom"": ""\u00a3""}",11:30 AM,Balance of Trade,0,OCT,"{""value"": -5810000000.0, ""uom"": ""\u00a3""}","{""value"": -5200000000.0, ""uom"": ""Previousrevisedfrom\u00a3""}",te
16845,"{""value"": 5.5, ""uom"": ""%""}",null,GB,2016-12-09,"{""value"": 5.1, ""uom"": ""%""}",11:30 AM,Construction Orders YoY,0,Q3,"{""value"": 7.3, ""uom"": ""%""}","{""value"": 7.5, ""uom"": ""Previousrevisedfrom""}",te
16846,"{""value"": 0.7, ""uom"": ""%""}","{""value"": -0.1, ""uom"": ""%""}",GB,2016-12-09,"{""value"": 0.2, ""uom"": ""%""}",11:30 AM,Construction Output YoY,0,OCT,"{""value"": 2.5, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""Previousrevisedfrom""}",te
16847,"{""value"": 2.8, ""uom"": ""%""}",null,GB,2016-12-09,"{""value"": 2.4, ""uom"": ""%""}",11:30 AM,Consumer Inflation Expectations,0,,"{""value"": 2.2, ""uom"": ""%""}",null,te
16848,"{""value"": -0.2, ""uom"": ""%""}",null,GR,2016-12-09,"{""value"": 0.5, ""uom"": ""%""}",12:00 PM,Harmonised Inflation Rate YoY,0,NOV,"{""value"": 0.6, ""uom"": ""%""}",null,te
16849,"{""value"": 6.8, ""uom"": ""%""}",null,GR,2016-12-09,"{""value"": 1.2, ""uom"": ""%""}",12:00 PM,Industrial Production YoY,0,OCT,"{""value"": 0.1, ""uom"": ""%""}",null,te
16850,"{""value"": -0.9, ""uom"": ""%""}",null,GR,2016-12-09,"{""value"": -0.3, ""uom"": ""%""}",12:00 PM,Inflation Rate YoY,0,NOV,"{""value"": -0.5, ""uom"": ""%""}",null,te
16851,"{""value"": -0.4, ""uom"": ""%""}","{""value"": -0.4, ""uom"": ""%""}",US,2016-12-09,"{""value"": -0.3, ""uom"": ""%""}",05:00 PM,Wholesale Inventories MoM,0,OCT,"{""value"": 0.1, ""uom"": ""%""}",null,te
16852,null,null,US,2016-12-09,null,07:00 PM,WASDE Report,0,,null,null,te
16853,"{""value"": 498.0, ""uom"": null}",null,US,2016-12-09,null,08:00 PM,Baker Hughes Oil Rig Count,0,DEC,"{""value"": 477.0, ""uom"": null}",null,te
16854,"{""value"": 0.3, ""uom"": ""%""}","{""value"": 0.3, ""uom"": ""%""}",FR,2016-12-08,"{""value"": 0.3, ""uom"": ""%""}",09:30 AM,Non Farm Payrolls QoQ Final,1,Q3,"{""value"": 0.2, ""uom"": ""%""}",null,te
16855,"{""value"": 258000.0, ""uom"": null}","{""value"": 258000.0, ""uom"": null}",US,2016-12-08,"{""value"": 263000.0, ""uom"": null}",03:30 PM,Initial Jobless Claims,1,DEC/03,"{""value"": 268000.0, ""uom"": null}",null,te
16856,"{""value"": 2005000.0, ""uom"": null}","{""value"": 2059000.0, ""uom"": null}",US,2016-12-08,"{""value"": 2069000.0, ""uom"": null}",03:30 PM,Continuing Jobless Claims,1,NOV/26,"{""value"": 2084000.0, ""uom"": null}","{""value"": 2081000.0, ""uom"": ""Previousrevisedfrom""}",te
16857,null,"{""value"": 2.2, ""uom"": ""%""}",CN,2016-12-08,null,,Consumer Price Index,1,,"{""value"": 2.1, ""uom"": ""%""}",null,cio
16858,"{""value"": 0.3, ""uom"": ""%""}",null,JP,2016-12-08,"{""value"": 0.1, ""uom"": ""%""}",01:50 AM,GDP Private Consumption QoQ Final,0,Q3,"{""value"": 0.2, ""uom"": ""%""}",null,te
16859,"{""value"": 1720000000000.0, ""uom"": ""\u00a5""}","{""value"": 1577200000000.0, ""uom"": ""\u00a5""}",JP,2016-12-08,"{""value"": 1310000000000.0, ""uom"": ""\u00a5""}",01:50 AM,Current Account,0,OCT,"{""value"": 1821000000000.0, ""uom"": ""\u00a5""}",null,te
16860,"{""value"": -887600000000.0, ""uom"": ""\u00a5""}",null,JP,2016-12-08,"{""value"": 228000000000.0, ""uom"": ""\u00a5""}",01:50 AM,Foreign Bond Investment,0,03/DEC,"{""value"": 112200000000.0, ""uom"": ""\u00a5""}","{""value"": 112300000000.0, ""uom"": ""Previousrevisedfrom\u00a5""}",te
16861,"{""value"": 400100000000.0, ""uom"": ""\u00a5""}",null,JP,2016-12-08,"{""value"": 168300000000.0, ""uom"": ""\u00a5""}",01:50 AM,Stock Investment by Foreigners,0,03/DEC,"{""value"": 330500000000.0, ""uom"": ""\u00a5""}",null,te
16862,"{""value"": -0.2, ""uom"": ""%""}","{""value"": -0.1, ""uom"": ""%""}",JP,2016-12-08,"{""value"": -0.1, ""uom"": ""%""}",01:50 AM,GDP Price Index YoY Final,0,Q3,"{""value"": 0.7, ""uom"": ""%""}",null,te
16863,"{""value"": 0.3, ""uom"": ""%""}","{""value"": 0.6, ""uom"": ""%""}",JP,2016-12-08,"{""value"": 0.5, ""uom"": ""%""}",01:50 AM,GDP Growth Rate QoQ Final,0,Q3,"{""value"": 0.5, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""Previousrevisedfrom""}",te
16864,"{""value"": 1.3, ""uom"": ""%""}","{""value"": 2.4, ""uom"": ""%""}",JP,2016-12-08,"{""value"": 2.2, ""uom"": ""%""}",01:50 AM,GDP Growth Annualized Final,0,Q3,"{""value"": 1.8, ""uom"": ""%""}","{""value"": 0.7, ""uom"": ""Previousrevisedfrom""}",te
16865,"{""value"": -0.4, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",JP,2016-12-08,"{""value"": 0.0, ""uom"": ""%""}",01:50 AM,GDP Capital Expenditure QoQ Final,0,Q3,"{""value"": -0.1, ""uom"": ""%""}",null,te
16866,"{""value"": 2.4, ""uom"": ""%""}","{""value"": 2.4, ""uom"": ""%""}",JP,2016-12-08,"{""value"": 2.48, ""uom"": ""%""}",01:50 AM,Bank Lending YoY,0,NOV,"{""value"": 2.4, ""uom"": ""%""}",null,te
16867,"{""value"": -1540000000.0, ""uom"": ""A$""}","{""value"": -800000000.0, ""uom"": ""A$""}",AU,2016-12-08,"{""value"": -1000000000.0, ""uom"": ""A$""}",02:30 AM,Balance of Trade,0,OCT,"{""value"": -1270000000.0, ""uom"": ""A$""}","{""value"": -1230000000.0, ""uom"": ""PreviousrevisedfromA$""}",te
16868,"{""value"": 1.0, ""uom"": ""%""}",null,AU,2016-12-08,null,02:30 AM,Exports MoM,0,OCT,"{""value"": 2.0, ""uom"": ""%""}",null,te
16869,"{""value"": 2.0, ""uom"": ""%""}",null,AU,2016-12-08,null,02:30 AM,Imports MoM,0,OCT,"{""value"": -1.0, ""uom"": ""%""}",null,te
16870,"{""value"": 44610000000.0, ""uom"": ""$""}","{""value"": 46300000000.0, ""uom"": ""$""}",CN,2016-12-08,"{""value"": 48700000000.0, ""uom"": ""$""}",05:30 AM,Balance of Trade,0,NOV,"{""value"": 49060000000.0, ""uom"": ""$""}",null,te
16871,"{""value"": 0.1, ""uom"": ""%""}","{""value"": -5.0, ""uom"": ""%""}",CN,2016-12-08,null,05:30 AM,Exports YoY,0,NOV,"{""value"": -7.3, ""uom"": ""%""}",null,te
16872,"{""value"": 6.7, ""uom"": ""%""}","{""value"": -1.3, ""uom"": ""%""}",CN,2016-12-08,null,05:30 AM,Imports YoY,0,NOV,"{""value"": -1.4, ""uom"": ""%""}",null,te
16873,"{""value"": 0.617, ""uom"": ""%""}",null,JP,2016-12-08,null,05:45 AM,30-Year JGB Auction,0,,"{""value"": 0.511, ""uom"": ""%""}",null,te
16874,"{""value"": 52.5, ""uom"": null}",null,JP,2016-12-08,"{""value"": 49.34, ""uom"": null}",07:00 AM,Eco Watchers Survey Current,0,NOV,"{""value"": 49.3, ""uom"": null}",null,te
16875,"{""value"": 53.0, ""uom"": null}",null,JP,2016-12-08,null,07:00 AM,Eco Watchers Survey Outlook,0,NOV,"{""value"": 51.4, ""uom"": null}",null,te
16876,"{""value"": 23.1, ""uom"": ""%""}",null,GR,2016-12-08,"{""value"": 23.4, ""uom"": ""%""}",12:00 PM,Unemployment Rate,0,SEP,"{""value"": 23.3, ""uom"": ""%""}","{""value"": 23.4, ""uom"": ""Previousrevisedfrom""}",te
16877,"{""value"": -1743000000.0, ""uom"": ""\u20ac""}",null,GR,2016-12-08,"{""value"": -1900000000.0, ""uom"": ""\u20ac""}",01:40 PM,Balance of Trade,0,OCT,"{""value"": -1359000000.0, ""uom"": ""\u20ac""}",null,te
16878,"{""value"": -0.4, ""uom"": ""%""}","{""value"": -0.4, ""uom"": ""%""}",EA,2016-12-08,"{""value"": -0.4, ""uom"": ""%""}",02:45 PM,Deposit Facilty Rate,0,,"{""value"": -0.4, ""uom"": ""%""}",null,te
16879,"{""value"": 0.0, ""uom"": ""%""}","{""value"": 0.0, ""uom"": ""%""}",EA,2016-12-08,"{""value"": 0.0, ""uom"": ""%""}",02:45 PM,ECB Interest Rate Decision,0,,"{""value"": 0.0, ""uom"": ""%""}",null,te
16880,"{""value"": 184000.0, ""uom"": null}","{""value"": 191200.0, ""uom"": null}",CA,2016-12-08,"{""value"": 180000.0, ""uom"": null}",03:15 PM,Housing Starts,0,NOV,"{""value"": 192300.0, ""uom"": null}","{""value"": 192900.0, ""uom"": ""Previousrevisedfrom""}",te
16881,"{""value"": 8.7, ""uom"": ""%""}","{""value"": -0.7, ""uom"": ""%""}",CA,2016-12-08,null,03:30 PM,Building Permits MoM,0,OCT,"{""value"": -4.6, ""uom"": ""%""}","{""value"": -7.0, ""uom"": ""Previousrevisedfrom""}",te
16882,"{""value"": 81.9, ""uom"": ""%""}",null,CA,2016-12-08,"{""value"": 80.8, ""uom"": ""%""}",03:30 PM,Capacity Utilization,0,Q3,"{""value"": 79.7, ""uom"": ""%""}","{""value"": 80.0, ""uom"": ""Previousrevisedfrom""}",te
16883,"{""value"": 3.0, ""uom"": ""%""}",null,CA,2016-12-08,null,03:30 PM,New Housing Price Index YoY,0,OCT,"{""value"": 2.8, ""uom"": ""%""}",null,te
16884,"{""value"": 0.4, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",CA,2016-12-08,null,03:30 PM,New Housing Price Index MoM,0,OCT,"{""value"": 0.2, ""uom"": ""%""}",null,te
16885,null,null,EA,2016-12-08,null,03:30 PM,ECB Press Conference,0,,null,null,te
16886,"{""value"": -42.0, ""uom"": ""Bcf""}",null,US,2016-12-08,"{""value"": -39.0, ""uom"": ""Bcf""}",05:30 PM,EIA Natural Gas Stocks Change,0,DEC/02,"{""value"": -50.0, ""uom"": ""Bcf""}",null,te
16887,null,"{""value"": 1.6, ""uom"": null}",DE,2016-12-07,null,,Industrial production,1,,"{""value"": 1.2, ""uom"": null}",null,cio
16888,"{""value"": -5200000000.0, ""uom"": ""\u20ac""}",null,FR,2016-12-07,"{""value"": -3200000000.0, ""uom"": ""\u20ac""}",09:45 AM,Balance of Trade,1,OCT,"{""value"": -4800000000.0, ""uom"": ""\u20ac""}",null,te
16889,null,"{""value"": 5.9, ""uom"": ""%""}",UK,2016-12-07,null,,Halifax house prices,1,,"{""value"": 5.2, ""uom"": ""%""}",null,cio
16890,null,"{""value"": 0.5, ""uom"": ""%""}",UK,2016-12-07,null,,Industrial production,1,,"{""value"": 0.3, ""uom"": ""%""}",null,cio
16891,"{""value"": -0.7, ""uom"": ""%""}",null,US,2016-12-07,"{""value"": 2.44, ""uom"": ""%""}",02:00 PM,MBA Mortgage Applications,1,2/DEC,"{""value"": -9.4, ""uom"": ""%""}",null,te
16892,null,null,JP,2016-12-07,null,,GDP Q3,1,,"{""value"": 2.2, ""uom"": ""%""}",null,cio
16893,"{""value"": 16.0, ""uom"": null}",null,JP,2016-12-07,null,01:00 AM,Reuters Tankan Index,0,DEC,"{""value"": 14.0, ""uom"": null}",null,te
16894,"{""value"": 1219300000000.0, ""uom"": ""$""}",null,JP,2016-12-07,null,01:50 AM,Foreign Exchange Reserves,0,NOV,"{""value"": 1242800000000.0, ""uom"": ""$""}",null,te
16895,null,null,JP,2016-12-07,null,02:00 AM,BoJ Iwata Speech,0,,null,null,te
16896,"{""value"": 0.3, ""uom"": ""%""}",null,AU,2016-12-07,null,02:30 AM,GDP Final Consumption QoQ,0,Q3,"{""value"": 0.8, ""uom"": ""%""}",null,te
16897,"{""value"": 1.2, ""uom"": ""%""}",null,AU,2016-12-07,null,02:30 AM,GDP Deflator QoQ,0,Q3,"{""value"": 1.0, ""uom"": ""%""}","{""value"": 0.9, ""uom"": ""Previousrevisedfrom""}",te
16898,"{""value"": -0.5, ""uom"": ""%""}","{""value"": 0.3, ""uom"": ""%""}",AU,2016-12-07,"{""value"": 0.3, ""uom"": ""%""}",02:30 AM,GDP Growth Rate QoQ,0,Q3,"{""value"": 0.6, ""uom"": ""%""}","{""value"": 0.5, ""uom"": ""Previousrevisedfrom""}",te
16899,"{""value"": 1.8, ""uom"": ""%""}","{""value"": 2.5, ""uom"": ""%""}",AU,2016-12-07,"{""value"": 2.6, ""uom"": ""%""}",02:30 AM,GDP Growth Rate YoY,0,Q3,"{""value"": 3.3, ""uom"": ""%""}",null,te
16900,"{""value"": -2.7, ""uom"": ""%""}",null,AU,2016-12-07,null,02:30 AM,GDP Capital Expenditure QoQ,0,Q3,"{""value"": 0.7, ""uom"": ""%""}","{""value"": 0.0, ""uom"": ""Previousrevisedfrom""}",te
16901,"{""value"": 113.9, ""uom"": null}",null,JP,2016-12-07,"{""value"": 112.9, ""uom"": null}",07:00 AM,Coincident Index Prel,0,OCT,"{""value"": 112.5, ""uom"": null}","{""value"": 112.7, ""uom"": ""Previousrevisedfrom""}",te
16902,"{""value"": 101.0, ""uom"": null}",null,JP,2016-12-07,null,07:00 AM,Leading Economic Index Prel,0,OCT,"{""value"": 100.0, ""uom"": null}","{""value"": 100.3, ""uom"": ""Previousrevisedfrom""}",te
16903,"{""value"": 0.3, ""uom"": ""%""}","{""value"": 0.8, ""uom"": ""%""}",DE,2016-12-07,"{""value"": 0.6, ""uom"": ""%""}",09:00 AM,Industrial Production MoM,0,OCT,"{""value"": -1.6, ""uom"": ""%""}","{""value"": -1.8, ""uom"": ""Previousrevisedfrom""}",te
16904,"{""value"": -3510000000.0, ""uom"": ""\u20ac""}",null,FR,2016-12-07,"{""value"": -1930000000.0, ""uom"": ""\u20ac""}",09:45 AM,Current Account,0,OCT,"{""value"": -3700000000.0, ""uom"": ""\u20ac""}","{""value"": -3400000000.0, ""uom"": ""Previousrevisedfrom\u20ac""}",te
16905,"{""value"": 3052000000000.0, ""uom"": ""$""}","{""value"": 3091000000000.0, ""uom"": ""$""}",CN,2016-12-07,"{""value"": 3097700000000.0, ""uom"": ""$""}",10:00 AM,Foreign Exchange Reserves,0,NOV,"{""value"": 3121000000000.0, ""uom"": ""$""}",null,te
16906,"{""value"": 647990000000.0, ""uom"": ""CHF""}",null,CH,2016-12-07,"{""value"": 632300000000.0, ""uom"": ""CHF""}",10:00 AM,Foreign Exchange Reserves,0,NOV,"{""value"": 630350000000.0, ""uom"": ""CHF""}","{""value"": 630300000000.0, ""uom"": ""PreviousrevisedfromCHF""}",te
16907,"{""value"": 0.2, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",GB,2016-12-07,"{""value"": 0.3, ""uom"": ""%""}",10:30 AM,Halifax House Price Index MoM,0,NOV,"{""value"": 1.5, ""uom"": ""%""}","{""value"": 1.4, ""uom"": ""Previousrevisedfrom""}",te
16908,"{""value"": 6.0, ""uom"": ""%""}","{""value"": 6.0, ""uom"": ""%""}",GB,2016-12-07,"{""value"": 5.1, ""uom"": ""%""}",10:30 AM,Halifax House Price Index YoY,0,NOV,"{""value"": 5.2, ""uom"": ""%""}",null,te
16909,"{""value"": 355300000000.0, ""uom"": ""S$""}",null,SG,2016-12-07,null,11:00 AM,Foreign Exchange Reserves,0,NOV,"{""value"": 350200000000.0, ""uom"": ""S$""}",null,te
16910,"{""value"": -0.9, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",GB,2016-12-07,"{""value"": 0.4, ""uom"": ""%""}",11:30 AM,Manufacturing Production MoM,0,OCT,"{""value"": 0.6, ""uom"": ""%""}",null,te
16911,"{""value"": -1.1, ""uom"": ""%""}","{""value"": 0.5, ""uom"": ""%""}",GB,2016-12-07,"{""value"": 0.8, ""uom"": ""%""}",11:30 AM,Industrial Production YoY,0,OCT,"{""value"": 0.4, ""uom"": ""%""}","{""value"": 0.3, ""uom"": ""Previousrevisedfrom""}",te
16912,"{""value"": -1.3, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""%""}",GB,2016-12-07,"{""value"": 0.2, ""uom"": ""%""}",11:30 AM,Industrial Production MoM,0,OCT,"{""value"": -0.4, ""uom"": ""%""}",null,te
16913,"{""value"": -0.4, ""uom"": ""%""}","{""value"": 0.8, ""uom"": ""%""}",GB,2016-12-07,"{""value"": 0.6, ""uom"": ""%""}",11:30 AM,Manufacturing Production YoY,0,OCT,"{""value"": 0.1, ""uom"": ""%""}","{""value"": 0.2, ""uom"": ""Previousrevisedfrom""}",te
16914,"{""value"": -0.71, ""uom"": ""%""}",null,DE,2016-12-07,null,12:45 PM,2-Year Schatz Auction,0,,"{""value"": -0.64, ""uom"": ""%""}",null,te
16915,"{""value"": -0.229, ""uom"": ""%""}",null,ES,2016-12-07,null,12:45 PM,12-Month Letras Auction,0,,"{""value"": -0.212, ""uom"": ""%""}",null,te
16916,"{""value"": -0.327, ""uom"": ""%""}",null,ES,2016-12-07,null,12:45 PM,6-Month Letras Auction,0,,"{""value"": -0.282, ""uom"": ""%""}",null,te
16917,"{""value"": 1.956, ""uom"": ""%""}",null,GB,2016-12-07,null,01:00 PM,30-Year Treasury Gilt Auction,0,,"{""value"": 1.488, ""uom"": ""%""}",null,te
16918,"{""value"": 2.7, ""uom"": ""%""}",null,GR,2016-12-07,null,01:45 PM,13-Week Bill Auction,0,,"{""value"": 2.7, ""uom"": ""%""}",null,te
16919,"{""value"": 2.97, ""uom"": ""%""}",null,GR,2016-12-07,null,01:45 PM,26-Week Bill Auction,0,,"{""value"": 2.97, ""uom"": ""%""}",null,te
16920,"{""value"": 4.27, ""uom"": ""%""}",null,US,2016-12-07,"{""value"": 4.25, ""uom"": ""%""}",02:00 PM,MBA 30-Year Mortgage Rate,0,2/DEC,"{""value"": 4.23, ""uom"": ""%""}",null,te
16921,"{""value"": 0.5, ""uom"": ""%""}","{""value"": 0.5, ""uom"": ""%""}",CA,2016-12-07,"{""value"": 0.5, ""uom"": ""%""}",05:00 PM,BoC Interest Rate Decision,0,,"{""value"": 0.5, ""uom"": ""%""}",null,te
16922,"{""value"": 0.4, ""uom"": ""%""}",null,GB,2016-12-07,"{""value"": 0.3, ""uom"": ""%""}",05:00 PM,NIESR GDP Est (3M),0,NOV,"{""value"": 0.4, ""uom"": ""%""}",null,te
16923,"{""value"": 5534000.0, ""uom"": null}","{""value"": 5500000.0, ""uom"": null}",US,2016-12-07,"{""value"": 5310000.0, ""uom"": null}",05:00 PM,JOLTs Job Openings,0,OCT,"{""value"": 5631000.0, ""uom"": null}","{""value"": 5486000.0, ""uom"": ""Previousrevisedfrom""}",te
16924,"{""value"": -2389000.0, ""uom"": null}","{""value"": -1032000.0, ""uom"": null}",US,2016-12-07,"{""value"": 500000.0, ""uom"": null}",05:30 PM,EIA Crude Oil Stocks Change,0,2/DEC,"{""value"": -884000.0, ""uom"": null}",null,te
16925,"{""value"": 3425000.0, ""uom"": null}","{""value"": 1948000.0, ""uom"": null}",US,2016-12-07,"{""value"": 1197100.0, ""uom"": null}",05:30 PM,EIA Gasoline Stocks Change,0,2/DEC,"{""value"": 2097000.0, ""uom"": null}",null,te
16926,"{""value"": 16020000000.0, ""uom"": ""$""}","{""value"": 19000000000.0, ""uom"": ""$""}",US,2016-12-07,"{""value"": 18400000000.0, ""uom"": ""$""}",10:00 PM,Consumer Credit Change,0,OCT,"{""value"": 21800000000.0, ""uom"": ""$""}","{""value"": 19290000000.0, ""uom"": ""Previousrevisedfrom$""}",te
16927,null,"{""value"": 1.6, ""uom"": ""%yoy""}",DE,2016-12-06,null,,factory orders,1,,"{""value"": 2.6, ""uom"": ""%yoy""}",null,cio
16928,null,"{""value"": -0.2, ""uom"": ""%""}",CH,2016-12-06,null,,CPI,1,,"{""value"": -0.2, ""uom"": ""%""}",null,cio
16929,"{""value"": 0.3, ""uom"": ""%""}","{""value"": 0.3, ""uom"": ""%""}",EA,2016-12-06,"{""value"": 0.3, ""uom"": ""%""}",12:00 PM,GDP Growth Rate QoQ 3rd Est,1,Q3,"{""value"": 0.3, ""uom"": ""%""}",null,te
16930,"{""value"": -42600000000.0, ""uom"": ""$""}","{""value"": -41800000000.0, ""uom"": ""$""}",US,2016-12-06,"{""value"": -39000000000.0, ""uom"": ""$""}",03:30 PM,Balance of Trade,1,OCT,"{""value"": -36200000000.0, ""uom"": ""$""}","{""value"": -36440000000.0, ""uom"": ""Previousrevisedfrom$""}",te
16931,"""{\""value\"": 0.7, \""uom\"": \""%\""}""","""null""",US,2016-12-06,"""null""",03:55 PM,Redbook YoY,1,3/DEC,"""{\""value\"": 2.2, \""uom\"": \""%\""}""","""null""",te
16932,"""{\""value\"": 0.7, \""uom\"": \""%\""}""","""null""",US,2016-12-06,"""null""",03:55 PM,Redbook YoY,1,3/DEC,"""{\""value\"": 2.2, \""uom\"": \""%\""}""","""null""",te
16933,"{""value"": -11400000000.0, ""uom"": ""A$""}","{""value"": -13700000000.0, ""uom"": ""A$""}",AU,2016-12-06,"{""value"": -14000000000.0, ""uom"": ""A$""}",02:30 AM,Current Account,0,Q3,"{""value"": -15900000000.0, ""uom"": ""A$""}","{""value"": -15500000000.0, ""uom"": ""PreviousrevisedfromA$""}",te
16934,"{""value"": 1.5, ""uom"": ""%""}","{""value"": 1.5, ""uom"": ""%""}",AU,2016-12-06,"{""value"": 1.5, ""uom"": ""%""}",05:30 AM,RBA Interest Rate Decision,0,,"{""value"": 1.5, ""uom"": ""%""}",null,te
