index,index,actual,consensus,country,date,forecast,hour,indicator,period,previous,previous_revised
15944,16408,-2%,-1.9%,IT,Friday February 03 2017,-1.6%,12:00 PM,Harmonised Inflation Rate MoM Prel,JAN,0.4%,
15945,16409,0.9%,0.9%,IT,Friday February 03 2017,0.8%,12:00 PM,Inflation Rate YoY Prel,JAN,0.5%,
15946,16410,0.2%,0.2%,IT,Friday February 03 2017,0.1%,12:00 PM,Inflation Rate MoM Prel,JAN,0.4%,
15947,16411,,,EA,Friday February 03 2017,,02:45 PM,ECB Constâncio Speech,,,
15948,16412,0.1%,0.3%,US,Friday February 03 2017,0.2%,03:30 PM,Average Hourly Earnings MoM,JAN,0.2%,Previous revised from 0.4%
15949,16413,34.4,34.3,US,Friday February 03 2017,34.3,03:30 PM,Average Weekly Hours,JAN,34.4,Previous revised from 34.3
15950,16414,-10K,,US,Friday February 03 2017,9K,03:30 PM,Government Payrolls,JAN,-8K,Previous revised from 12K
15951,16415,62.9%,,US,Friday February 03 2017,62.70%,03:30 PM,Participation Rate,JAN,62.7%,
15952,16416,5K,4K,US,Friday February 03 2017,2K,03:30 PM,Manufacturing Payrolls,JAN,11K,Previous revised from 17K
15953,16417,227K,175K,US,Friday February 03 2017,161K,03:30 PM,Non Farm Payrolls,JAN,157K,Previous revised from 156K
15954,16418,237K,169K,US,Friday February 03 2017,152K,03:30 PM,Nonfarm Payrolls Private,JAN,165K,Previous revised from 144K
15955,16419,4.8%,4.7%,US,Friday February 03 2017,4.7%,03:30 PM,Unemployment Rate,JAN,4.7%,
15956,16420,,,US,Friday February 03 2017,,04:15 PM,Fed Evans Speech,,,
15957,16421,55.8,55.4,US,Friday February 03 2017,55.4,04:45 PM,Markit Composite PMI Final,JAN,54.1,
15958,16422,55.6,55.1,US,Friday February 03 2017,55.1,04:45 PM,Markit Services PMI Final,JAN,53.9,
15959,16423,1.3%,1%,US,Friday February 03 2017,1.3%,05:00 PM,Factory Orders MoM,DEC,-2.3%,Previous revised from -2.4%
15960,16424,2.1%,,US,Friday February 03 2017,0.4%,05:00 PM,Factory Orders ex Transportation,DEC,0.6%,Previous revised from 0.1%
15961,16425,60.3,61.2,US,Friday February 03 2017,,05:00 PM,ISM Non-Manufacturing Business Activity,JAN,60.9,Previous revised from 61.4
15962,16426,54.7,,US,Friday February 03 2017,,05:00 PM,ISM Non-Manufacturing Employment,JAN,52.7,Previous revised from 53.8
15963,16427,59,,US,Friday February 03 2017,,05:00 PM,ISM Non-Manufacturing Prices,JAN,56.1,Previous revised from 57
15964,16428,56.5,57,US,Friday February 03 2017,57,05:00 PM,ISM Non-Manufacturing PMI,JAN,56.6,Previous revised from 57.2
15965,16429,58.6,,US,Friday February 03 2017,,05:00 PM,ISM Non-Manufacturing New Orders,JAN,60.7,Previous revised from 61.6
15966,16430,583,,US,Friday February 03 2017,,08:00 PM,Baker Hughes Oil Rig Count,FEB,566,
15967,16431,,,EA,Friday February 03 2017,,,European Council Meeting,,,
15968,16432,¥-1359.3B,,JP,Thursday February 02 2017,¥47.91B,01:50 AM,Foreign Bond Investment,28/JAN,¥-538.1B,Previous revised from ¥-539B
15969,16433,¥-143.9B,,JP,Thursday February 02 2017,¥2.78B,01:50 AM,Stock Investment by Foreigners,28/JAN,¥-376B,Previous revised from ¥-376.1B
15970,16434,A$3.51B,A$2.2B,AU,Thursday February 02 2017,A$0.9B,02:30 AM,Balance of Trade,DEC,A$2.04B,Previous revised from A$1.24B
15971,16435,-1.2%,-2.0%,AU,Thursday February 02 2017,-1.7%,02:30 AM,Building Permits MoM,DEC,7.5%%,Previous revised from 7.0%
15972,16436,5%,,AU,Thursday February 02 2017,,02:30 AM,Exports MoM,DEC,8%,
15973,16437,1%,,AU,Thursday February 02 2017,,02:30 AM,Imports MoM,DEC,0%,
15974,16438,0.087%,,JP,Thursday February 02 2017,,05:45 AM,10-Year JGB Auction,,0.056%,
15975,16439,43.2,43.7,JP,Thursday February 02 2017,44,07:00 AM,Consumer Confidence,JAN,43.1,
15976,16440,57.26K,60.2K,ES,Thursday February 02 2017,-61.8K,10:00 AM,Unemployment Change,JAN,-86.85K,
15977,16441,-2.4%,,CH,Thursday February 02 2017,0.10%,10:15 AM,Retail Sales MoM,DEC,0.9%,Previous revised from 0.7%
15978,16442,-3.5%,0.5%,CH,Thursday February 02 2017,-1.12%,10:15 AM,Retail Sales YoY,DEC,0.8%,Previous revised from 0.9%
15979,16443,52.2,53.8,GB,Thursday February 02 2017,54,11:30 AM,Construction PMI,JAN,54.2,
15980,16444,0.7%,0.4%,EA,Thursday February 02 2017,0.3%,12:00 PM,PPI MoM,DEC,0.3%,
15981,16445,1.6%,1.3%,EA,Thursday February 02 2017,1%,12:00 PM,PPI YoY,DEC,0.1%,
15982,16446,1.07%,,FR,Thursday February 02 2017,,12:00 PM,10-Year OAT Auction,,0.78%,
15983,16447,0.25%,0.25%,GB,Thursday February 02 2017,0.25%,02:00 PM,BoE Interest Rate Decision,,0.25%,
15984,16448,,,GB,Thursday February 02 2017,,02:00 PM,MPC Meeting Minutes,,,
15985,16449,£435B,£435B,GB,Thursday February 02 2017,£435B,02:00 PM,BoE Quantitative Easing,,£435B,
15986,16450,,,GB,Thursday February 02 2017,,02:00 PM,BoE Inflation Report,,,
15987,16451,45.9K,,US,Thursday February 02 2017,30.4K,02:30 PM,Challenger Job Cuts,JAN,33.6K,
15988,16452,51.0,,SG,Thursday February 02 2017,50.8,03:00 PM,SIPMM Manufacturing PMI,JAN,50.6,
15989,16453,2064K,2065K,US,Thursday February 02 2017,2144K,03:30 PM,Continuing Jobless Claims,JAN/21,2103K,Previous revised from 2100K
15990,16454,246K,250K,US,Thursday February 02 2017,247K,03:30 PM,Initial Jobless Claims,JAN/28,260K,Previous revised from 259K
15991,16455,1.7%,1.9%,US,Thursday February 02 2017,,03:30 PM,Unit Labour Costs QoQ Prel,Q4,0.2%,Previous revised from 0.7%
15992,16456,1.3%,1%,US,Thursday February 02 2017,,03:30 PM,Nonfarm Productivity QoQ Prel,Q4,3.5%,Previous revised from 3.1%
15993,16457,57.7,,US,Thursday February 02 2017,64,04:45 PM,ISM New York Index,DEC,63.8,
15994,16458,-87Bcf,-88Bcf,US,Thursday February 02 2017,-113.6Bcf,05:30 PM,EIA Natural Gas Stocks Change,27/JAN,-119Bcf,
15995,16459,,,EA,Thursday February 02 2017,,07:00 PM,ECB Praet Speech,,,
15996,16460,,,CA,Wednesday February 01 2017,,12:20 AM,BoC Gov Poloz Speech,,,
15997,16461,51.2,,AU,Wednesday February 01 2017,54.2,12:30 AM,AIG Manufacturing Index,JAN,55.4,
15998,16462,52.7,52.8,JP,Wednesday February 01 2017,52.8,02:30 AM,Nikkei Manufacturing PMI Final,JAN,52.4,
15999,16463,51.3,51.2,CN,Wednesday February 01 2017,51.2,03:00 AM,NBS Manufacturing PMI,JAN,51.4,
16000,16464,54.6,,CN,Wednesday February 01 2017,54.40,03:00 AM,Non Manufacturing PMI,JAN,54.5,
16001,16465,4.3%,4.4%,GB,Wednesday February 01 2017,4.6%,09:00 AM,Nationwide Housing Prices YoY,JAN,4.5%,
16002,16466,0.2%,0.3%,GB,Wednesday February 01 2017,0.3%,09:00 AM,Nationwide Housing Prices MoM,JAN,0.8%,
16003,16467,10.6%,,AT,Wednesday February 01 2017,10.5%,10:00 AM,Unemployment Rate,JAN,10.3%,
16004,16468,55.6,55,ES,Wednesday February 01 2017,55.14,10:15 AM,Markit Manufacturing PMI,JAN,55.3,
16005,16469,54.6,55.8,CH,Wednesday February 01 2017,56.58,10:30 AM,SVME Manufacturing PMI,JAN,56.2,Previous revised from 56
16006,16470,53,53.2,IT,Wednesday February 01 2017,53.18,10:45 AM,Markit/ADACI Manufacturing PMI,JAN,53.2,
16007,16471,53.6,53.4,FR,Wednesday February 01 2017,53.4,10:50 AM,Markit Manufacturing PMI Final,JAN,53.5,
16008,16472,56.4,56.5,DE,Wednesday February 01 2017,56.5,10:55 AM,Markit Manufacturing PMI Final,JAN,55.6,
16009,16473,55.2,55.1,EA,Wednesday February 01 2017,55.1,11:00 AM,Markit Manufacturing PMI Final,JAN,54.9,
16010,16474,46.6,,GR,Wednesday February 01 2017,48.81,11:00 AM,Markit Manufacturing PMI,JAN,49.3,
16011,16475,55.9,55.9,GB,Wednesday February 01 2017,55.6,11:30 AM,Markit/CIPS Manufacturing PMI,JAN,56.1,
16012,16476,-0.28%,,DE,Wednesday February 01 2017,,12:40 PM,5-Year Bobl Auction,,-0.47%,
16013,16477,10.7%,,ES,Wednesday February 01 2017,,12:40 PM,New Car Sales YoY,JAN,9.3%,
16014,16478,8,,AT,Wednesday February 01 2017,-9.86,12:50 PM,Consumer Confidence,JAN,-2,
16015,16479,-3.2%,,US,Wednesday February 01 2017,0.46%,02:00 PM,MBA Mortgage Applications,27/JAN,4%,
16016,16480,4.39%,,US,Wednesday February 01 2017,4.39%,02:00 PM,MBA 30-Year Mortgage Rate,27/JAN,4.35%,
16017,16481,246K,165K,US,Wednesday February 01 2017,172K,03:15 PM,ADP Employment Change,JAN,151K,Previous revised from 153K
16018,16482,53.5,,CA,Wednesday February 01 2017,51.7,04:30 PM,RBC Manufacturing PMI,JAN,51.8,
16019,16483,55,55.1,US,Wednesday February 01 2017,54.4,04:45 PM,Markit Manufacturing PMI Final,JAN,54.3,
16020,16484,56,55,US,Wednesday February 01 2017,54.7,05:00 PM,ISM Manufacturing PMI,JAN,54.5,Previous revised from 54.7
16021,16485,56.1,53.1,US,Wednesday February 01 2017,,05:00 PM,ISM Manufacturing Employment,JAN,52.8,Previous revised from 53.1
16022,16486,60.4,,US,Wednesday February 01 2017,,05:00 PM,ISM Manufacturing New Orders,JAN,60.3,Previous revised from 60.2
16023,16487,69,66,US,Wednesday February 01 2017,,05:00 PM,ISM Manufacturing Prices,JAN,65.5,
16024,16488,-0.2%,0.2%,US,Wednesday February 01 2017,0.3%,05:00 PM,Construction Spending MoM,DEC,0.9%,
16025,16489,6.466M,3.289M,US,Wednesday February 01 2017,-0.52M,05:30 PM,EIA Crude Oil Stocks Change,27/JAN,2.84M,
16026,16490,3866K,982K,US,Wednesday February 01 2017,728.7K,05:30 PM,EIA Gasoline Stocks Change,27/JAN,6796K,
16027,16491,0.75%,0.75%,US,Wednesday February 01 2017,0.75%,09:00 PM,Fed Interest Rate Decision,,0.75%,
16028,16492,6.58M,,US,Wednesday February 01 2017,,10:40 PM,All Car Sales,JAN,7.26M,
16029,16493,4.67M,,US,Wednesday February 01 2017,,10:40 PM,Domestic Car Sales,JAN,5.3M,
16030,16494,17.61M,17.9M,US,Wednesday February 01 2017,,10:40 PM,Total Vehicle Sales,JAN,18.43M,
16031,16495,,,EA,Wednesday February 01 2017,,,ECB Non-Monetary Policy Meeting,,,
16032,16496,1.43%,1.42%,JP,Tuesday January 31 2017,,01:30 AM,Jobs/applications ratio,DEC,1.41%,
16033,16497,-0.6%,0.6%,JP,Tuesday January 31 2017,,01:30 AM,Household Spending MoM,DEC,-0.6%,
16034,16498,-0.3%,-0.6%,JP,Tuesday January 31 2017,-0.7%,01:30 AM,Household Spending YoY,DEC,-1.5%,
16035,16499,3.1%,3.1%,JP,Tuesday January 31 2017,3.1%,01:30 AM,Unemployment Rate,DEC,3.1%,
16036,16500,3%,,JP,Tuesday January 31 2017,3%,01:50 AM,Industrial Production YoY Prel,DEC,4.6%,
16037,16501,0.5%,0.3%,JP,Tuesday January 31 2017,0.2%,01:50 AM,Industrial Production MoM Prel,DEC,1.5%,
16038,16502,-5,-8,GB,Tuesday January 31 2017,-9,02:05 AM,Gfk Consumer Confidence,JAN,-7,
16039,16503,6,,AU,Tuesday January 31 2017,4.90,02:30 AM,NAB Business Confidence,DEC,6,Previous revised from 5
16040,16504,0.7%,0.5%,AU,Tuesday January 31 2017,0.4%,02:30 AM,Private Sector Credit MoM,DEC,0.5%,
16041,16505,5.6%,,AU,Tuesday January 31 2017,,02:30 AM,Private Sector Credit YoY,DEC,5.4%,
16042,16506,$617.35B,,SG,Tuesday January 31 2017,$ 612.5B,04:00 AM,Bank Lending,DEC,$610.6B,
16043,16507,-0.1%,-0.1%,JP,Tuesday January 31 2017,-0.1%,05:00 AM,BoJ Interest Rate Decision,,-0.1%,
16044,16508,7.1%,,JP,Tuesday January 31 2017,3.98%,07:00 AM,Construction Orders YoY,DEC,-6.0%,
16045,16509,3.9%,8.4%,JP,Tuesday January 31 2017,6.3%,07:00 AM,Housing Starts YoY,DEC,6.7%,
16046,16510,,,JP,Tuesday January 31 2017,,07:00 AM,BoJ Quarterly Outlook Report,,,
16047,16511,-14,,SG,Tuesday January 31 2017,7,07:00 AM,Business Confidence,Q4,-8,
16048,16512,0.4%,0.4%,FR,Tuesday January 31 2017,0.4%,08:30 AM,GDP Growth Rate QoQ 1st Est,Q4,0.2%,
16049,16513,1.1%,,FR,Tuesday January 31 2017,1.2%,08:30 AM,GDP Growth Rate YoY 1st Est,Q4,1.0%,
16050,16514,-0.9%,0.6%,DE,Tuesday January 31 2017,0.7%,09:00 AM,Retail Sales MoM,DEC,-1.7%,Previous revised from -1.8%
16051,16515,-1.1%,0.3%,DE,Tuesday January 31 2017,0.6%,09:00 AM,Retail Sales YoY,DEC,3.5%,Previous revised from 3.2%
16052,16516,-0.2%,,FR,Tuesday January 31 2017,,09:45 AM,Harmonised Inflation Rate MoM Prel,JAN,0.3%,
16053,16517,1.6%,1.3,FR,Tuesday January 31 2017,,09:45 AM,Harmonised Inflation Rate YoY Prel,JAN,0.8%,
16054,16518,1.4%,,FR,Tuesday January 31 2017,0.61%,09:45 AM,Inflation Rate YoY Prel,JAN,0.6%,
16055,16519,-0.2%,-0.5%,FR,Tuesday January 31 2017,0.08%,09:45 AM,Inflation Rate MoM Prel,JAN,0.3%,
16056,16520,-0.8%,0.2%,FR,Tuesday January 31 2017,-0.01%,09:45 AM,Household Consumption MoM,DEC,0.4%,
16057,16521,0.9%,,FR,Tuesday January 31 2017,,09:45 AM,PPI MoM,DEC,0.8%,
16058,16522,0.5%,0.2%,AT,Tuesday January 31 2017,0.4%,10:00 AM,GDP Growth Rate QoQ Flash,Q4,0.5%,Previous revised from 0.4%
16059,16523,1.8%,,AT,Tuesday January 31 2017,1.5%,10:00 AM,GDP Growth Rate YoY Flash,Q4,1.3%,Previous revised from 1.2%
16060,16524,,,EA,Tuesday January 31 2017,,10:00 AM,ECB President Draghi Speech,,,
16061,16525,3%,2.4%,ES,Tuesday January 31 2017,2.2%,10:00 AM,Harmonised Inflation Rate YoY Prel,JAN,1.4%,
16062,16526,-0.9%,,ES,Tuesday January 31 2017,-0.4%,10:00 AM,Harmonised Inflation Rate MoM Prel,JAN,0.5%,
16063,16527,3%,2.3%,ES,Tuesday January 31 2017,2.1%,10:00 AM,Inflation Rate YoY Prel,JAN,1.6%,
16064,16528,-0.5%,,ES,Tuesday January 31 2017,-0.3%,10:00 AM,Inflation Rate MoM Prel,JAN,0.6%,
16065,16529,13.3%,,ES,Tuesday January 31 2017,,10:00 AM,Tourist Arrivals YoY,DEC,9.2%,
16066,16530,-26K,-5K,DE,Tuesday January 31 2017,-11.7K,10:55 AM,Unemployment Change,JAN,-20K,Previous revised from -17K
16067,16531,3.9%,,DE,Tuesday January 31 2017,4.1%,10:55 AM,Unemployment Rate Harmonised,DEC,3.9%,Previous revised from 4.1%
16068,16532,5.9%,6%,DE,Tuesday January 31 2017,6%,10:55 AM,Unemployment Rate,JAN,6%,
16069,16533,12%,11.8%,IT,Tuesday January 31 2017,11.5%,11:00 AM,Unemployment Rate,DEC,12%,Previous revised from 11.9%
16070,16534,-0.7,,ES,Tuesday January 31 2017,-0.65,11:00 AM,Business Confidence,JAN,-2.6,Previous revised from -2.8
16071,16535,€3300M,,ES,Tuesday January 31 2017,€ 2159.4M,11:00 AM,Current Account,NOV,€2008M,
16072,16536,£1039M,£1700M,GB,Tuesday January 31 2017,£1850M,11:30 AM,BoE Consumer Credit,DEC,£1929M,Previous revised from £1926M
16073,16537,£3.8B,£3.3B,GB,Tuesday January 31 2017,,11:30 AM,Mortgage Lending,DEC,£3.1B,Previous revised from £3.2B
16074,16538,£4.8B,£5.3B,GB,Tuesday January 31 2017,,11:30 AM,Net Lending to Individuals MoM,DEC,£5.1B,
16075,16539,67.9K,69K,GB,Tuesday January 31 2017,69.4K,11:30 AM,Mortgage Approvals,DEC,67.46K,Previous revised from 67.5K
16076,16540,0.9%,,EA,Tuesday January 31 2017,0.9%,12:00 PM,Core Inflation Rate YoY Flash,JAN,0.9%,
16077,16541,0.5%,0.4%,EA,Tuesday January 31 2017,0.4%,12:00 PM,GDP Growth Rate QoQ Flash,Q4,0.4%,Previous revised from 0.3%
16078,16542,1.8%,1.7%,EA,Tuesday January 31 2017,1.8%,12:00 PM,GDP Growth Rate YoY Flash,Q4,1.8%,Previous revised from 1.7%
16079,16543,1.8%,1.6%,EA,Tuesday January 31 2017,1.3%,12:00 PM,Inflation Rate YoY Flash,JAN,1.1%,
16080,16544,9.6%,9.8%,EA,Tuesday January 31 2017,9.7%,12:00 PM,Unemployment Rate,DEC,9.7%,Previous revised from 9.8%
16081,16545,0.6%,,IT,Tuesday January 31 2017,,12:00 PM,PPI MoM,DEC,-0.1%,
16082,16546,0.9%,,IT,Tuesday January 31 2017,-0.18%,12:00 PM,PPI YoY,DEC,-0.3%,
16083,16547,,,EA,Tuesday January 31 2017,,02:15 PM,ECB Mersch Speech,,,
16084,16548,0.4%,0.3%,CA,Tuesday January 31 2017,0.2%,03:30 PM,GDP MoM,NOV,-0.2%,Previous revised from -0.3%
16085,16549,0.4%,0.6%,CA,Tuesday January 31 2017,,03:30 PM,PPI MoM,DEC,0.4%,Previous revised from 0.3%
16086,16550,2.2%,,CA,Tuesday January 31 2017,1.5%,03:30 PM,PPI YoY,DEC,1.5%,Previous revised from 1.4%
16087,16551,0.5%,0.6%,US,Tuesday January 31 2017,0.5%,03:30 PM,Employment Cost Index QoQ,Q4,0.6%,
16088,16552,0.2%,,US,Tuesday January 31 2017,,03:55 PM,Redbook YoY,28/JAN,0.3%,
16089,16553,-3.5%,,US,Tuesday January 31 2017,,03:55 PM,Redbook MoM,28/JAN,-3.5%,
16090,16554,5.3%,5.1%,US,Tuesday January 31 2017,5.1%,04:00 PM,S&P/Case-Shiller Home Price YoY,NOV,5.1%,
16091,16555,0.2%,0.2%,US,Tuesday January 31 2017,,04:00 PM,S&P/Case-Shiller Home Price MoM,NOV,0.1%,
16092,16556,,,EA,Tuesday January 31 2017,,04:30 PM,ECB Cœuré Speech,,,
16093,16557,50.3,55,US,Tuesday January 31 2017,54.7,04:45 PM,Chicago PMI,JAN,53.9,Previous revised from 54.6
16094,16558,111.8,113.0,US,Tuesday January 31 2017,,05:00 PM,CB Consumer Confidence,JAN,113.3,Previous revised from 113.7
16095,16559,0.490%,,US,Tuesday January 31 2017,0.48%,06:30 PM,4-Week Bill Auction,,0.480%,
16096,16560,0.810%,,US,Tuesday January 31 2017,,06:30 PM,52-Week Bill Auction,,0.870%,
16097,16561,-1.7%,,JP,Monday January 30 2017,0.3%,01:50 AM,Retail Sales MoM,DEC,0.2%,
16098,16562,0.6%,1.3%,JP,Monday January 30 2017,0.9%,01:50 AM,Retail Sales YoY,DEC,1.7%,
16099,16563,0.6%,,AT,Monday January 30 2017,,10:00 AM,PPI MoM,DEC,0.2%,
16100,16564,0.8%,,AT,Monday January 30 2017,0.01%,10:00 AM,PPI YoY,DEC,-0.2%,
16101,16565,0.7%,0.7%,ES,Monday January 30 2017,0.6%,10:00 AM,GDP Growth Rate QoQ Flash,Q4,0.7%,
16102,16566,3%,3%,ES,Monday January 30 2017,3.1%,10:00 AM,GDP Growth Rate YoY Flash,Q4,3.2%,
16103,16567,101.7,103.3,CH,Monday January 30 2017,102.01,10:00 AM,KOF Leading Indicators,JAN,102.1,Previous revised from 102.2
16104,16568,57.3,,AT,Monday January 30 2017,56.06,11:00 AM,Bank Austria Manufacturing PMI,JAN,56.3,
16105,16569,1.2,,AT,Monday January 30 2017,-0.61,12:00 PM,Business Confidence,JAN,-1.8,
16106,16570,0.77,0.8,EA,Monday January 30 2017,0.84,12:00 PM,Business Confidence,JAN,0.77,Previous revised from 0.8
16107,16571,13.5,12.6,EA,Monday January 30 2017,12.4,12:00 PM,Services Sentiment,JAN,13.1,Previous revised from 12.1
16108,16572,-4.7,-4.9,EA,Monday January 30 2017,-4.9,12:00 PM,Consumer Confidence Final,JAN,-5.1,
16109,16573,108.2,107.7,EA,Monday January 30 2017,108.1,12:00 PM,Economic Sentiment,JAN,107.8,
16110,16574,0.8,0.2,EA,Monday January 30 2017,0.5,12:00 PM,Industrial Sentiment,JAN,0,Previous revised from 0.1
16111,16575,95.1,,GR,Monday January 30 2017,94.78,12:00 PM,Business Confidence,JAN,95.1,Previous revised from 94.6
16112,16576,-67.8,,GR,Monday January 30 2017,-64.05,12:00 PM,Consumer Confidence,JAN,-64.4,
16113,16577,5.1%,,GR,Monday January 30 2017,-1.16%,12:00 PM,PPI YoY,DEC,-1.2%,
16114,16578,-0.2%,,GR,Monday January 30 2017,-1.21%,12:00 PM,Retail Sales MoM,NOV,0.5%,
16115,16579,3.6%,,GR,Monday January 30 2017,-0.61%,12:00 PM,Retail Sales YoY,NOV,2.6%,Previous revised from 2.4%
16116,16580,0.92%,,IT,Monday January 30 2017,,12:45 PM,5-Year BTP Auction,,0.54%,
16117,16581,2.37%,,IT,Monday January 30 2017,,12:45 PM,10-Year BTP Auction,,1.77%,
16118,16582,-0.8%,-0.7%,DE,Monday January 30 2017,-0.5%,03:00 PM,Harmonised Inflation Rate MoM Prel,JAN,1.0%,
16119,16583,1.9%,2%,DE,Monday January 30 2017,1.9%,03:00 PM,Harmonised Inflation Rate YoY Prel,JAN,1.7%,
16120,16584,1.9%,2%,DE,Monday January 30 2017,1.9%,03:00 PM,Inflation Rate YoY Prel,JAN,1.7%,
16121,16585,-0.6%,-0.6%,DE,Monday January 30 2017,-0.4%,03:00 PM,Inflation Rate MoM Prel,JAN,0.7%,
16122,16586,0.1%,0.1%,US,Monday January 30 2017,,03:30 PM,Core PCE Price Index MoM,DEC,0%,
16123,16587,1.7%,1.7%,US,Monday January 30 2017,,03:30 PM,Core PCE Price Index YoY,DEC,1.7%,Previous revised from 1.6%
16124,16588,0.2%,,US,Monday January 30 2017,,03:30 PM,PCE Price Index MoM,DEC,0.1%,Previous revised from 0%
16125,16589,1.6%,,US,Monday January 30 2017,,03:30 PM,PCE Price Index YoY,DEC,1.4%,
16126,16590,0.3%,0.4%,US,Monday January 30 2017,0.4%,03:30 PM,Personal Income (MoM),DEC,0.1%,Previous revised from 0.0%
16127,16591,0.5%,0.5%,US,Monday January 30 2017,0.5%,03:30 PM,Personal Spending MoM,DEC,0.2%,
16128,16592,-0.561%,,FR,Monday January 30 2017,,04:00 PM,3-Month BTF Auction,,-0.552%,
16129,16593,-0.526%,,FR,Monday January 30 2017,,04:00 PM,12-Month BTF Auction,,-0.530%,
16130,16594,-0.551%,,FR,Monday January 30 2017,,04:00 PM,6-Month BTF Auction,,-0.540%,
16131,16595,1.6%,1.1%,US,Monday January 30 2017,,05:00 PM,Pending Home Sales MoM,DEC,-2.5%,
16132,16596,0.3%,,US,Monday January 30 2017,-0.3%,05:00 PM,Pending Home Sales YoY,DEC,-0.4%,
16133,16597,22.1,15,US,Monday January 30 2017,15.6,05:30 PM,Dallas Fed Manufacturing Index,JAN,17.7,Previous revised from 15.5
16134,16598,0.515%,,US,Monday January 30 2017,0.54%,06:30 PM,3-Month Bill Auction,,0.505%,
16135,16599,0.625%,,US,Monday January 30 2017,0.61%,06:30 PM,6-Month Bill Auction,,0.600%,
16136,16600,,,CA,Monday January 30 2017,,10:30 PM,BoC Leduc Speech,,,
16137,16601,-0.2%,0.8%,JP,Friday January 27 2017,-0.3%,01:30 AM,Core Inflation Rate YoY,DEC,-0.4%,
16138,16602,-0.3%,-0.4%,JP,Friday January 27 2017,,01:30 AM,Tokyo Core CPI YoY,JAN,-0.6%,
16139,16603,0.1%,0.0%,JP,Friday January 27 2017,,01:30 AM,Tokyo CPI YoY,JAN,0.0%,
16140,16604,0.0%,,JP,Friday January 27 2017,,01:30 AM,Inflation Rate Ex-Food and Energy YoY,DEC,0.1%,
16141,16605,0.3%,0.2%,JP,Friday January 27 2017,0.3%,01:30 AM,Inflation Rate YoY,DEC,0.5%,
16142,16606,-0.2%,,JP,Friday January 27 2017,-0.2%,01:30 AM,Inflation Rate MoM,DEC,0.0%,
16143,16607,12.4%,11%,AU,Friday January 27 2017,,02:30 AM,Export Prices QoQ,Q4,3.5%,
16144,16608,0.2%,-0.5%,AU,Friday January 27 2017,,02:30 AM,Import Prices QoQ,Q4,-1%,
16145,16609,0.5%,0.2%,AU,Friday January 27 2017,,02:30 AM,PPI QoQ,Q4,0.3%,
16146,16610,0.7%,,AU,Friday January 27 2017,0.6%,02:30 AM,PPI YoY,Q4,0.5%,
16147,16611,3.9%,,SG,Friday January 27 2017,0.1%,07:00 AM,Export Prices YoY,DEC,-1.2%,
16148,16612,8.8%,,SG,Friday January 27 2017,4.4%,07:00 AM,Import Prices YoY,DEC,0.9%,
16149,16613,9%,,SG,Friday January 27 2017,3.2%,07:00 AM,PPI YoY,DEC,0.4%,
16150,16614,1.9%,1.3%,DE,Friday January 27 2017,0.3%,09:00 AM,Import Prices MoM,DEC,0.7%,
16151,16615,3.5%,2.7%,DE,Friday January 27 2017,0.6%,09:00 AM,Import Prices YoY,DEC,0.3%,
16152,16616,100,100,FR,Friday January 27 2017,98,09:45 AM,Consumer Confidence,JAN,99,
16153,16617,0.1%,,ES,Friday January 27 2017,0.6%,10:00 AM,Retail Sales MoM,DEC,0.4%,Previous revised from 0.5%
16154,16618,2.9%,3.3%,ES,Friday January 27 2017,3.6%,10:00 AM,Retail Sales YoY,DEC,3.2%,Previous revised from 3.3%
16155,16619,2%,2%,EA,Friday January 27 2017,1.9%,11:00 AM,Loan Growth YoY,DEC,1.9%,
16156,16620,5%,4.9%,EA,Friday January 27 2017,4.9%,11:00 AM,M3 Money Supply YoY,DEC,4.8%,
16157,16621,104.8,103.5,IT,Friday January 27 2017,103.2,11:00 AM,Business Confidence,JAN,103.7,Previous revised from 103.5
16158,16622,108.8,110.6,IT,Friday January 27 2017,110.7,11:00 AM,Consumer Confidence,JAN,110.9,Previous revised from 111.1
16159,16623,0.4%,,IT,Friday January 27 2017,0.5%,12:00 PM,Wage Inflation YoY,DEC,0.4%,
16160,16624,0.0%,,IT,Friday January 27 2017,0.1%,12:00 PM,Wage Inflation MoM,DEC,0.0%,
16161,16625,-0.286%,,IT,Friday January 27 2017,,12:45 PM,6-Month BOT Auction,,-0.317%,
16162,16626,-0.4%,2.6%,US,Friday January 27 2017,2%,03:30 PM,Durable Goods Orders MoM,DEC,-4.8%,Previous revised from -4.6%
16163,16627,1.7%,,US,Friday January 27 2017,0.3%,03:30 PM,Durable Goods Orders ex Defense MoM,DEC,-6.8%,Previous revised from -6.6%
16164,16628,0.5%,0.5%,US,Friday January 27 2017,0.20%,03:30 PM,Durable Goods Orders Ex Transp MoM,DEC,1%,Previous revised from 0.5%
