rowid,kepoi_name,kepler_name,planet_result,planet_prediction,planet_confidence,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
8977,K08209.01,,FALSE POSITIVE,FALSE POSITIVE,0.088,1,0,0,0,385.97241,0.0131,-0.0131,315.6247,0.0229,-0.0229,0.444,0.02,-0.444,12.167,0.929,-0.929,162.0,18.8,-18.8,1.72,0.5,-0.29,325.0,,,2.65,2.18,-1.05,10.8,1.0,q1_q17_dr25_tce,6732.0,162.0,-223.0,4.271,0.12,-0.195,1.316,0.38,-0.222,287.82239,47.690208,13.161
8978,K08210.01,,FALSE POSITIVE,FALSE POSITIVE,0.168,1,0,0,0,89.667675,0.006158,-0.006158,183.036,0.0414,-0.0414,0.324,0.139,-0.324,3.726,0.819,-0.819,1415.0,276.0,-276.0,78.77,16.8,-39.2,1364.0,,,818.91,498.03,-632.05,7.0,1.0,q1_q17_dr25_tce,4742.0,106.0,-118.0,2.099,0.385,-0.165,21.291,4.541,-10.595,299.40509,47.620991,12.392999999999999
8979,K06391.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,2.183517999,1.891e-06,-1.891e-06,132.692938,0.000807,-0.000807,1.214,1.464,-0.052,4.2703,0.0363,-0.0363,1321.6,10.8,-10.8,4633.66,202.3,-607.0,9791.0,,,2169685.72,467872.58,-642965.7,147.7,1.0,q1_q17_dr25_tce,3198.0,89.0,-56.0,0.047,0.16,-0.04,162.725,7.105,-21.315,292.32391,39.299351,11.296
8980,K06398.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,9.4022333,0.0001098,-0.0001098,134.8876,0.0102,-0.0102,0.019,0.45,-0.019,2.79,0.397,-0.397,316.0,40.2,-40.2,23.61,5.22,-4.69,2309.0,,,6719.57,4121.83,-2772.79,9.8,1.0,q1_q17_dr25_tce,4597.0,92.0,-101.0,2.42,0.033,-0.03,13.874,3.064,-2.758,293.27979,39.393318,10.59
8981,K06427.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.306220168,7.8e-08,-7.8e-08,132.11220559999998,4.94e-05,-4.94e-05,0.352,0.006,-0.005,5.14519,0.00297,-0.00297,481370.0,228.0,-228.0,83.16,18.27,-22.35,2095.0,,,4556.14,2983.83,-2425.75,2019.4,1.0,q1_q17_dr25_tce,6600.0,178.0,-218.0,4.238,0.27,-0.18,1.124,0.247,-0.302,294.99365,39.64283,13.242
8982,K06453.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,25.706001174,4.125e-06,-4.125e-06,156.644215,0.000132,-0.000132,0.43,0.004,-0.004,10.969,0.00758,-0.00758,464960.0,277.0,-277.0,67.11,17.98,-7.73,579.0,,,26.55,20.92,-8.15,2008.1,1.0,q1_q17_dr25_tce,5642.0,152.0,-169.0,4.498,0.06,-0.18,0.903,0.242,-0.104,297.98264,39.894081,13.592
8983,K06464.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,20.000242814,4.7130000000000004e-06,-4.7130000000000004e-06,134.82021,0.000193,-0.000193,1.004,0.032,-0.036,5.0042,0.0185,-0.0185,13138.0,30.7,-30.7,21.57,6.14,-2.18,746.0,,,73.09,59.38,-20.75,796.5,1.0,q1_q17_dr25_tce,6373.0,151.0,-189.0,4.438,0.062,-0.188,1.047,0.298,-0.106,298.21509,39.955101,13.718
8984,K07638.01,,CANDIDATE,CANDIDATE,0.76,0,0,0,0,25.0032023,0.0002648,-0.0002648,140.90106,0.00992,-0.00992,0.756,0.222,-0.51,5.498,0.557,-0.557,64.1,7.3,-7.3,1.47,0.33,-0.38,837.0,,,116.27,79.06,-59.05,12.6,1.0,q1_q17_dr25_tce,6148.0,167.0,-186.0,4.055,0.23399999999999999,-0.126,1.685,0.385,-0.428,286.70145,38.042190999999995,12.55
8985,K07640.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,0.643703667,6.31e-07,-6.31e-07,131.98490800000002,0.00081,-0.00081,0.036,0.42,-0.036,0.801,0.0321,-0.0321,172.0,6.0,-6.0,1.48,0.49,-0.21,2358.0,,,7305.66,7026.93,-2587.18,40.3,1.0,q1_q17_dr25_tce,6161.0,165.0,-202.0,4.362,0.105,-0.195,1.114,0.366,-0.157,292.88342,38.074951,13.790999999999999
8986,K07641.01,,CANDIDATE,CANDIDATE,0.979,0,0,0,0,3.79437277,5.825e-05,-5.825e-05,132.1265,0.0122,-0.0122,0.05,0.401,-0.05,2.289,0.34,-0.34,83.2,13.4,-13.4,1.36,0.49,-0.61,1383.0,,,865.53,967.11,-625.6,7.7,1.0,q1_q17_dr25_tce,5455.0,180.0,-147.0,4.025,0.54,-0.21600000000000003,1.507,0.548,-0.669,290.32401,38.111111,14.815999999999999
8987,K07647.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,7.04716175,7.663e-05,-7.663e-05,132.7504,0.0102,-0.0102,0.856,0.101,-0.655,2.693,0.43,-0.43,150.8,25.5,-25.5,1.1,0.2,-0.09,817.0,,,105.1,58.24,-27.06,9.4,1.0,q1_q17_dr25_tce,5496.0,149.0,-166.0,4.592,0.037000000000000005,-0.12,0.776,0.141,-0.065,290.0831,38.398472,15.13
8988,K07649.01,,FALSE POSITIVE,FALSE POSITIVE,0.011,1,0,0,0,494.165759,0.008792,-0.008792,472.0427,0.013,-0.013,0.41,0.073,-0.41,2.239,0.477,-0.477,1440.0,246.0,-246.0,4.5,1.27,-0.54,265.0,,,1.17,0.98,-0.39,7.4,1.0,q1_q17_dr25_tce,6392.0,179.0,-224.0,4.399,0.06,-0.18,1.162,0.327,-0.14,291.51395,38.365471,15.404000000000002
8989,K07928.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,1.12625975,,,132.296346,,,,,,3.62,,,,,,,,,,,,,,,,4.0,q1_q17_dr25_tce,,,,,,,,,,286.04276,45.511210999999996,15.375
8990,K07932.01,,CANDIDATE,CANDIDATE,0.23,0,0,0,0,502.25648,0.04197,-0.04197,162.5842,0.076,-0.076,0.05,0.403,-0.05,14.84,1.7,-1.7,153.2,24.3,-24.3,1.03,0.22,-0.15,215.0,,,0.51,0.33,-0.18,8.1,1.0,q1_q17_dr25_tce,5637.0,169.0,-152.0,4.46,0.135,-0.165,0.833,0.18,-0.12,290.89395,45.716640000000005,13.339
8991,K07947.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,0.609668222,9.17e-06,-9.17e-06,131.934,0.0166,-0.0166,0.135,0.329,-0.135,2.836,0.267,-0.267,287.6,22.7,-22.7,1.35,0.23,-0.1,1805.0,,,2491.57,1431.05,-640.58,15.7,1.0,q1_q17_dr25_tce,5296.0,190.0,-174.0,4.5760000000000005,0.03,-0.12,0.815,0.138,-0.064,293.76086000000004,46.231201,16.678
8992,K07961.01,,FALSE POSITIVE,FALSE POSITIVE,0.382,0,0,1,0,7.02932339,7.983e-05,-7.983e-05,134.66433999999998,0.00899,-0.00899,0.098,0.365,-0.098,2.853,0.256,-0.256,81.6,10.8,-10.8,0.92,0.24,-0.08,974.0,,,212.66,172.31,-61.09,8.7,1.0,q1_q17_dr25_tce,5977.0,182.0,-223.0,4.473,0.044000000000000004,-0.187,1.022,0.273,-0.091,291.9935,46.516071000000004,14.27
8993,K07962.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,19.229478,0.001262,-0.001262,132.5889,0.0407,-0.0407,0.699,0.009,-0.526,4.68,3.8,-3.8,115.8,14.1,-14.1,1.97,0.61,-0.51,970.0,,,209.42,193.27,-110.26,8.1,1.0,q1_q17_dr25_tce,6654.0,187.0,-258.0,4.113,0.204,-0.185,1.712,0.534,-0.437,294.47092000000004,46.592979,14.429
8994,K00961.03,Kepler-42 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.8651141930000001,1.005e-06,-1.005e-06,133.79234399999999,0.000476,-0.000476,0.785,0.129,-0.541,0.4279,0.0221,-0.0221,1124.8,22.1,-22.1,0.66,0.17,-0.08,455.0,,,10.1,6.9,-2.42,56.9,2.0,q1_q17_dr25_tce,3292.0,44.0,-24.0,5.215,0.053,-0.098,0.148,0.039,-0.017,292.21906,44.61916,15.92
8995,K01624.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,2.99540439,1.352e-05,-1.352e-05,132.78128,0.00305,-0.00305,1.179,1.284,-0.128,6.172,0.17,-0.17,223.2,5.8,-5.8,65.37,11.07,-25.81,2195.0,,,5493.46,3148.36,-3753.83,45.6,1.0,q1_q17_dr25_tce,6106.0,218.0,-218.0,3.633,0.345,-0.115,3.09,0.523,-1.22,299.12851,41.587540000000004,13.173
8996,K01662.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.784031658,1e-06,-1e-06,133.38391000000001,0.001,-0.001,0.102,0.356,-0.102,0.7773,0.0515,-0.0515,352.2,18.6,-18.6,1.55,0.32,-0.11,1705.0,,,1995.65,1336.95,-468.82,28.2,1.0,q1_q17_dr25_tce,5435.0,179.0,-163.0,4.578,0.027000000000000003,-0.14400000000000002,0.824,0.174,-0.058,294.13202,39.981978999999995,15.479000000000001
8997,K01736.01,Kepler-945 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,31.0033072,0.0001895,-0.0001895,143.29085,0.00408,-0.00408,0.151,0.294,-0.151,5.253,0.142,-0.142,645.2,33.5,-33.5,2.72,0.72,-0.31,616.0,,,34.03,27.86,-11.22,22.1,1.0,q1_q17_dr25_tce,6090.0,193.0,-236.0,4.447,0.057999999999999996,-0.17300000000000001,1.071,0.286,-0.122,291.26974,42.096039000000005,15.898
8998,K01733.01,,CANDIDATE,CANDIDATE,0.938,0,0,0,0,19.18109525,9.154e-05,-9.154e-05,141.37097,0.00364,-0.00364,0.007,0.421,-0.007,2.424,0.104,-0.104,865.4,55.7,-55.7,1.72,0.09,-0.1,513.0,,,16.42,4.31,-3.51,17.6,1.0,q1_q17_dr25_tce,5214.0,172.0,-156.0,4.673,0.059000000000000004,-0.027000000000000003,0.587,0.031,-0.034,301.08572000000004,44.380192,15.73
8999,K07998.01,,CANDIDATE,CANDIDATE,0.692,0,0,0,0,122.11555,0.01898,-0.01898,228.38,0.19,-0.19,0.23,0.214,-0.23,16.07,1.3,-1.3,1104.0,106.0,-106.0,2.96,0.9,-0.56,351.0,,,3.6,3.44,-1.54,12.2,1.0,q1_q17_dr25_tce,5592.0,195.0,-195.0,4.418,0.156,-0.214,0.894,0.273,-0.168,283.2048,47.478271,15.546
9000,K07999.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,1.213742728,8.822000000000001e-06,-8.822000000000001e-06,131.74123,0.00779,-0.00779,0.627,0.056,-0.47,3.596,0.198,-0.198,31.7,1.9,-1.9,1.18,0.25,-0.38,2599.0,,,10804.6,6649.07,-6360.33,20.3,1.0,q1_q17_dr25_tce,6532.0,156.0,-195.0,3.9610000000000003,0.266,-0.114,1.987,0.422,-0.633,283.66427999999996,47.40097,13.203
9001,K08000.01,,CANDIDATE,CANDIDATE,0.975,0,0,0,0,225.48805,0.01866,-0.01866,224.2023,0.0772,-0.0772,0.817,0.024,-0.568,19.46,2.3,-2.3,379.9,42.1,-42.1,1.7,0.43,-0.14,267.0,,,1.2,0.9,-0.3,11.6,1.0,q1_q17_dr25_tce,5663.0,169.0,-152.0,4.579,0.04,-0.16,0.782,0.194,-0.065,288.27457000000004,47.495781,15.306
9002,K08002.01,,FALSE POSITIVE,FALSE POSITIVE,0.087,1,0,0,0,366.74866,0.01903,-0.01903,308.3136,0.0376,-0.0376,0.663,0.284,-0.439,12.446,0.874,-0.874,419.1,54.9,-54.9,2.35,0.75,-0.38,281.0,,,1.48,1.44,-0.57,9.1,1.0,q1_q17_dr25_tce,6136.0,190.0,-212.0,4.368,0.10800000000000001,-0.201,1.087,0.347,-0.174,291.46837999999997,47.4674,15.216
9003,K08003.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,0.93374894,1.45e-05,-1.45e-05,131.526,0.0153,-0.0153,0.457,0.028,-0.457,4.637,0.67,-0.67,226.2,40.6,-40.6,0.18,0.0,0.0,433.0,,,8.36,0.0,0.0,9.3,1.0,q1_q17_dr25_tce,2661.0,0.0,0.0,5.2829999999999995,0.0,0.0,0.116,0.0,0.0,292.11115,47.452293,13.81
9004,K08004.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,1,0.7345486240000001,5.682000000000001e-06,-5.682000000000001e-06,132.16826,0.00906,-0.00906,0.747,0.013,-0.548,2.207,0.166,-0.166,58.6,3.0,-3.0,0.84,0.26,-0.09,2082.0,,,4454.22,4156.44,-1315.92,25.1,1.0,q1_q17_dr25_tce,6046.0,169.0,-190.0,4.478,0.054000000000000006,-0.21600000000000003,1.007,0.318,-0.106,280.90179,47.526241,13.594000000000001
9005,K08104.01,,FALSE POSITIVE,FALSE POSITIVE,0.05,1,0,0,0,317.99484,0.01131,-0.01131,393.0306,0.0212,-0.0212,0.405,0.042,-0.405,7.28,1.1,-1.1,719.0,118.0,-118.0,2.22,0.58,-0.2,241.0,,,0.79,0.64,-0.2,8.4,1.0,q1_q17_dr25_tce,5665.0,169.0,-169.0,4.5680000000000005,0.031,-0.17800000000000002,0.82,0.216,-0.072,292.96835,40.954239,15.181
9006,K08105.01,,FALSE POSITIVE,FALSE POSITIVE,0.021,1,0,0,0,432.96732,0.02819,-0.02819,173.2686,0.0559,-0.0559,0.189,0.287,-0.189,10.85,1.3,-1.3,866.0,110.0,-110.0,1.64,0.17,-0.13,151.0,,,0.12,0.05,-0.03,10.0,1.0,q1_q17_dr25_tce,4403.0,131.0,-144.0,4.7,0.036000000000000004,-0.049,0.576,0.061,-0.045,286.24023,41.022572,15.847999999999999
9007,K08106.01,,FALSE POSITIVE,FALSE POSITIVE,0.217,1,0,0,0,614.39054,0.01691,-0.01691,332.5045,0.0208,-0.0208,0.11,0.356,-0.11,9.312,0.856,-0.856,289.1,34.3,-34.3,2.43,0.45,-0.44,269.0,,,1.24,0.58,-0.45,10.2,1.0,q1_q17_dr25_tce,6228.0,74.0,-80.0,4.1930000000000005,0.149,-0.122,1.427,0.262,-0.262,292.06931000000003,41.042858,13.540999999999999
9008,K08107.01,,CANDIDATE,CANDIDATE,0.381,0,0,0,0,578.88761,0.02197,-0.02197,219.2878,0.023,-0.023,0.24,0.212,-0.24,18.521,0.959,-0.959,76.8,5.8,-5.8,1.69,0.45,-0.67,315.0,,,2.32,1.88,-1.6,15.1,1.0,q1_q17_dr25_tce,6180.0,195.0,-238.0,3.946,0.405,-0.135,1.917,0.507,-0.76,295.08749,41.037395000000004,11.402000000000001
9009,K08108.01,,FALSE POSITIVE,FALSE POSITIVE,0.08,1,0,0,0,238.561202,0.00775,-0.00775,273.2378,0.0257,-0.0257,0.732,0.201,-0.493,11.9,1.3,-1.3,260.2,19.9,-19.9,5.75,0.96,-2.41,568.0,,,24.55,12.7,-17.32,16.4,6.0,q1_q17_dr25_tce,6565.0,178.0,-218.0,3.573,0.345,-0.115,3.308,0.555,-1.387,297.44507000000004,41.010571,12.995
9010,K08109.01,,CANDIDATE,CANDIDATE,0.224,0,0,0,0,218.771117,0.002818,-0.002818,250.92469,0.00869,-0.00869,0.95,0.008,-0.656,3.201,0.344,-0.344,140.1,21.0,-21.0,250.2,8.2,-26.25,1997.0,,,3757.91,711.61,-1065.95,8.4,1.0,q1_q17_dr25_tce,3297.0,91.0,-91.0,0.23600000000000002,0.027000000000000003,-0.033,151.184,4.956,-15.859,285.29388,41.1026,12.429
9011,K08212.01,,FALSE POSITIVE,FALSE POSITIVE,0.079,1,0,0,0,334.87402,0.02412,-0.02412,426.2844,0.0478,-0.0478,1.165,6.891,-0.331,35.42,4.1,-4.1,387.8,28.0,-28.0,47.48,8.78,-16.3,408.0,,,6.52,3.78,-4.0,19.1,1.0,q1_q17_dr25_tce,6122.0,183.0,-165.0,3.8110000000000004,0.293,-0.098,2.348,0.434,-0.806,284.42633,47.737759000000004,13.380999999999998
9012,K08213.01,,FALSE POSITIVE,FALSE POSITIVE,0.129,1,0,0,0,370.2402,0.0205,-0.0205,307.3322,0.0289,-0.0289,1.239,7.056,-0.341,31.46,2.2,-2.2,1272.6,76.7,-76.7,29.24,9.23,-3.09,270.0,,,1.26,1.17,-0.39,20.5,1.0,q1_q17_dr25_tce,6296.0,169.0,-226.0,4.481,0.052000000000000005,-0.20800000000000002,0.966,0.305,-0.102,291.29425,47.944511,15.59
9013,K08214.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,1.6749812,1.798e-05,-1.798e-05,131.79288,0.00924,-0.00924,0.382,0.077,-0.382,2.707,0.411,-0.411,94.0,13.1,-13.1,79.51,10.46,-19.41,8986.0,,,1540745.8,561012.86,-715515.02,8.9,1.0,q1_q17_dr25_tce,3940.0,63.0,-63.0,0.76,0.13699999999999998,-0.11199999999999999,84.461,11.105,-20.623,293.57895,48.00602,11.709000000000001
9014,K08215.01,,FALSE POSITIVE,FALSE POSITIVE,0.01,1,0,0,0,288.678554,0.005932,-0.005932,143.8403,0.0146,-0.0146,0.717,0.25,-0.497,9.197,0.675,-0.675,242.5,25.0,-25.0,0.96,0.07,-0.09,172.0,,,0.21,0.06,-0.06,10.8,1.0,q1_q17_dr25_tce,4326.0,131.0,-131.0,4.667,0.054000000000000006,-0.027000000000000003,0.575,0.045,-0.056,298.98932,48.077171,13.145
9015,K08216.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,307.94735718,0.02778,-0.02778,316.0192261,0.1,-0.1,0.966,6.793,-0.293,15.0,4.4,-4.4,11296.0,963.0,-963.0,76.66,47.57,-25.6,492.0,,,13.83,27.06,-8.26,16.5,7.0,q1_q17_dr25_tce,4878.0,147.0,-117.0,3.08,0.413,-0.413,4.461,2.768,-1.49,297.23098999999996,48.223919,14.092
9016,K08217.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,277.25118,0.01269,-0.01269,400.0395,0.0322,-0.0322,0.932,0.029,-0.642,8.742,0.49,-0.49,1517.4,97.9,-97.9,5.02,1.36,-0.91,304.0,,,2.02,1.61,-0.81,15.3,1.0,q1_q17_dr25_tce,6046.0,164.0,-164.0,4.357,0.136,-0.187,1.048,0.285,-0.19,284.74127000000004,48.34367,12.349
9017,K06468.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.5601585619999998,3.32e-07,-3.32e-07,132.368518,0.000178,-0.000178,0.712,0.065,-0.054,3.4248,0.0107,-0.0107,240160.0,615.0,-615.0,45.91,3.86,-4.72,1223.0,,,530.79,163.2,-152.6,459.9,1.0,q1_q17_dr25_tce,4926.0,133.0,-148.0,4.548,0.07200000000000001,-0.044000000000000004,0.749,0.063,-0.077,286.65767999999997,40.02726,13.870999999999999
9018,K06471.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,1,8.65311903,6.039e-05,-6.039e-05,134.30128,0.00627,-0.00627,0.701,0.25,-0.457,1.273,0.365,-0.365,206.8,41.7,-41.7,0.85,0.03,-0.05,493.0,,,13.95,2.36,-2.44,8.9,1.0,q1_q17_dr25_tce,3929.0,70.0,-78.0,4.705,0.027000000000000003,-0.02,0.55,0.024,-0.03,289.08875,40.018162,15.109000000000002
9019,K06512.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,2.500560859,,,131.6761907,,,0.104,,,7.5902,,,20.4,,,0.48,0.16,-0.06,1486.0,,,1149.55,1116.77,-352.76,4.5,1.0,q1_q17_dr25_tce,6305.0,169.0,-206.0,4.422,0.07,-0.21,1.052,0.349,-0.116,286.27789,40.273029,15.039000000000001
9020,K06550.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.288046428,9.265e-06,-9.265e-06,132.00088,0.00763,-0.00763,0.219,0.249,-0.219,3.637,0.171,-0.171,32.3,1.9,-1.9,2.18,0.48,-0.39,2945.0,,,17822.99,9957.03,-6335.25,20.3,1.0,q1_q17_dr25_tce,5216.0,67.0,-62.0,3.287,0.14300000000000002,-0.13,3.871,0.84,-0.688,291.05292000000003,40.44767,12.479000000000001
9021,K06555.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.457078812,8e-08,-8e-08,131.80580690000002,1.93e-05,-1.93e-05,0.317,0.006,-0.001,5.2405800000000005,0.0025,-0.0025,315520.0,39.9,-39.9,86.12,25.69,-21.03,1603.0,,,1560.4,1373.7,-798.11,6009.0,1.0,q1_q17_dr25_tce,6526.0,181.0,-250.0,4.1819999999999995,0.18,-0.18,1.482,0.442,-0.362,295.49411000000003,40.406203999999995,13.585
9022,K07650.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,0.851678507,8.383e-06,-8.383e-06,131.62317,0.00781,-0.00781,0.418,0.044,-0.418,2.028,0.28,-0.28,67.9,9.2,-9.2,0.85,0.22,-0.14,1840.0,,,2698.28,2163.05,-1028.28,9.1,1.0,q1_q17_dr25_tce,5403.0,164.0,-164.0,4.388999999999999,0.124,-0.18600000000000003,1.029,0.272,-0.168,293.10152999999997,38.340618,15.25
9023,K07656.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,0.776950288,2.0280000000000003e-06,-2.0280000000000003e-06,132.0396,0.00246,-0.00246,0.047,0.405,-0.047,1.288,0.0605,-0.0605,396.0,18.6,-18.6,1.72,0.52,-0.17,1882.0,,,2974.07,2726.23,-888.99,25.8,1.0,q1_q17_dr25_tce,5861.0,186.0,-206.0,4.546,0.036000000000000004,-0.204,0.865,0.26,-0.087,292.67294,38.58997,15.832
9024,K07659.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,358.96247,0.03624,-0.03624,295.9933,0.0583,-0.0583,0.424,0.026,-0.424,23.49,2.0,-2.0,670.8,67.0,-67.0,2.37,0.72,-0.23,242.0,,,0.81,0.73,-0.23,12.1,1.0,q1_q17_dr25_tce,5743.0,156.0,-190.0,4.527,0.048,-0.204,0.904,0.275,-0.086,291.19559,38.788078000000006,15.389000000000001
9025,K07660.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,0,358.96844,0.02922,-0.02922,295.8289,0.0473,-0.0473,0.151,0.302,-0.151,21.71,1.4,-1.4,807.8,70.4,-70.4,2.7,0.7,-0.3,263.0,,,1.13,0.86,-0.35,13.3,1.0,q1_q17_dr25_tce,6117.0,170.0,-212.0,4.496,0.046,-0.184,0.947,0.244,-0.104,291.2276,38.771351,15.36
9026,K07670.01,,CANDIDATE,CANDIDATE,0.999,0,0,0,0,8.4795266,0.000354,-0.000354,138.1276,0.0409,-0.0409,0.136,0.325,-0.136,6.052,0.9,-0.9,163.3,24.2,-24.2,1.18,0.33,-0.11,865.0,,,132.02,109.18,-39.3,8.0,1.0,q1_q17_dr25_tce,5841.0,163.0,-225.0,4.52,0.046,-0.196,0.931,0.26,-0.087,290.81588999999997,38.970921000000004,15.994000000000002
9027,K01750.01,Kepler-948 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,7.76845639,4.111e-05,-4.111e-05,138.06602,0.00403,-0.00403,0.353,0.124,-0.353,3.689,0.128,-0.128,217.8,10.2,-10.2,1.35,0.15,-0.1,841.0,,,118.09,36.6,-21.63,23.6,1.0,q1_q17_dr25_tce,5447.0,81.0,-81.0,4.481,0.053,-0.098,0.917,0.102,-0.063,293.30023,41.523338,14.8
9028,K01806.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,2.4045569490000003,3.7339999999999997e-06,-3.7339999999999997e-06,131.67616,0.00144,-0.00144,0.97,0.001,-0.001,7.4918,0.0742,-0.0742,408.7,3.7,-3.7,4.69,1.08,-1.33,1958.0,,,3474.41,2393.2,-1876.71,147.1,1.0,q1_q17_dr25_tce,6426.0,175.0,-175.0,4.013,0.259,-0.13,1.775,0.411,-0.503,293.21356000000003,46.175129,13.474
9029,K02170.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,0.941603153,9.25e-07,-9.25e-07,132.976171,0.000814,-0.000814,0.93,0.003,-0.657,1.1886,0.0284,-0.0284,462.1,11.9,-11.9,2.29,0.35,-0.29,1608.0,,,1575.78,788.16,-509.55,46.2,1.0,q1_q17_dr25_tce,5237.0,158.0,-158.0,4.481,0.096,-0.12,0.837,0.129,-0.105,293.06597999999997,38.042010999999995,14.834000000000001
9030,K02241.01,,CANDIDATE,CANDIDATE,0.984,0,0,0,0,7.16520428,2.673e-05,-2.673e-05,132.96921,0.00302,-0.00302,0.142,0.315,-0.142,1.705,0.108,-0.108,433.8,29.0,-29.0,2.31,0.74,-0.27,1034.0,,,270.34,259.4,-92.5,17.6,1.0,q1_q17_dr25_tce,6174.0,173.0,-260.0,4.417,0.054000000000000006,-0.21600000000000003,1.103,0.358,-0.128,298.08453,40.283249,15.302
9031,K02054.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,0,22.32423657,9.436e-05,-9.436e-05,134.44763,0.00366,-0.00366,0.965,0.859,-0.035,3.669,0.17,-0.17,1299.3,56.0,-56.0,4.56,1.21,-0.52,611.0,,,32.87,26.35,-10.02,29.9,1.0,q1_q17_dr25_tce,5648.0,169.0,-169.0,4.489,0.062,-0.188,0.912,0.242,-0.104,292.63052000000005,45.574219,15.612
9032,K08005.01,,FALSE POSITIVE,FALSE POSITIVE,0.075,1,0,0,0,375.408923,0.009458,-0.009458,364.4869,0.0235,-0.0235,0.529,0.023,-0.441,11.438,0.401,-0.401,87.3,6.4,-6.4,4.48,0.41,-2.47,858.0,,,128.15,39.46,-107.31,15.3,1.0,q1_q17_dr25_tce,11357.0,265.0,-575.0,3.667,0.495,-0.055,4.528,0.417,-2.502,284.34103,47.553779999999996,10.25
9033,K08006.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,0,1,2.17812769,1.686e-05,-1.686e-05,132.02922,0.00552,-0.00552,0.533,0.063,-0.438,1.645,0.209,-0.209,61.7,7.3,-7.3,0.78,0.24,-0.08,1421.0,,,963.16,884.0,-287.41,10.4,1.0,q1_q17_dr25_tce,6014.0,162.0,-198.0,4.494,0.054000000000000006,-0.21600000000000003,0.958,0.3,-0.1,288.61859,47.557201,14.357999999999999
9034,K08007.01,,CANDIDATE,CANDIDATE,0.804,0,0,0,0,67.176626864,,,144.11926409999998,,,1.236,,,3.1147,,,1689.9,,,9.66,1.18,-1.05,179.0,,,0.24,0.08,-0.06,5.9,3.0,q1_q17_dr25_tce,3391.0,44.0,-40.0,4.936,0.048,-0.032,0.311,0.038,-0.034,291.22672,47.54998,16.064
9035,K08009.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,1,1,0.93373895,2.659e-05,-2.659e-05,132.4707,0.0304,-0.0304,0.259,0.226,-0.259,4.156,0.515,-0.515,39.6,4.7,-4.7,0.64,0.21,-0.07,1993.0,,,3723.37,3729.13,-1153.35,10.5,1.0,q1_q17_dr25_tce,6223.0,188.0,-206.0,4.459,0.055999999999999994,-0.22399999999999998,1.006,0.335,-0.112,292.13192999999995,47.56374,15.194
