ADDRESS,RV
"Maple Cottage, The Square, Lesbury, Alnwick, NE66 3PW",3800
"1, Cleveland Avenue, Newbiggin By The Sea, Northumberland, NE64 6RG",1575
"Ye Old Forge Tea Rooms, Greenhead Garage, Greenhead, Brampton, CA8 7HE",5100
"Gnd Flr, 23, North Seaton Road, Ashington, Northumberland, NE63 0AG",5900
"Tynedale Timber Supplies, Bridge End, Hexham, Northumberland, NE46 4JH",10000
"Unit 12a, Windmill Way West, Ramparts Business Park, Berwick-Upon-Tweed, TD15 1TB",5100
"Craster Tower, Craster, Alnwick, Northumberland, NE66 3SS",2900
"Unit 1c, Willowtree Industrial Estate, Alnwick, Northumberland, NE66 2HA",7100
"1st Flr, 20-22, St Marys Chare, Hexham, Northumberland, NE46 1NQ",14000
"7, Bowes Street, Blyth, Northumberland, NE24 1BD",8900
"S06, Blyth Workspace, Commissioners Quay, Quay Road, Blyth, Northumberland, NE24 3AF",9900
"Gnd Floor, Burnside House, Hexham Business Park, Burn Lane, Hexham, Northumberland, NE46 3RU",10500
"9, Cattle Market, Hexham, Northumberland, NE46 1NJ",20000
"43a, Regent Street, Blyth, Northumberland, NE24 1LH",2900
"Lynemouth Childrens Centre Rear Of, West Market Street, Lynemouth, Morpeth, Northumberland, NE61 5TS",18000
"38, Christon Bank, Village, Alnwick, NE66 3EY",6500
"Unit C, Newbiggin Home Farm, Hexham, Northumbeland, NE46 1SZ",2700
"Units 2-3, Dukes Court, Dukes Way, Low Prudhoe, Prudhoe, Northumberland, NE42 6DA",4600
"8, Bridge Street, Blyth, Northumberland, NE24 1BL",15750
"The Art Rock Cafe, Rock Midstead Cottages, Rock, Alnwick, Northumberland, NE66 2TH",2600
"Ramparts Storage Containers, Windmill Way East, Ramparts Business Park, Berwick-Upon-Tweed, TD15 1TQ",4250
"Sambuca, Market Place, Morpeth, Northumberland, NE61 1HG",46750
"Fox & Hounds Inn, Main Road, Wylam, Northumberland, NE41 8DL",12500
"Queens Head Hotel, 25/27, Market Street, Alnwick, Northumberland, NE66 1SS",15500
"Room 2.04, Spetchells Centre, 58, Front Street, Prudhoe, Northumberland, NE42 5AA",2450
"Room 2.04, Spetchells Centre, 58, Front Street, Prudhoe, Northumberland, NE42 5AA",2450
"Room 2.05, Spetchells Centre, 58, Front Street, Prudhoe, Northumberland, NE42 5AA",1925
"Room 2.05, Spetchells Centre, 58, Front Street, Prudhoe, Northumberland, NE42 5AA",1925
"Ingeus At, Former Government Buildings, Reiverdale Road, Ashington, Northumberland, NE63 9YU",24250
"Northumberland County Council, Tyne Mills, Hexham, Northumberland, NE46 1XL",7100
"29, Grange Road, Morpeth, Northumberland, NE61 2TW",2125
"35, Shields Road, Morpeth, Northumberland, NE61 2SA",3000
"Unit 9, Coopies Haugh Business Park, Coopies Lane, Morpeth, Northumberland, NE61 6JT",3250
"Saffron, 71, Bridge Street, Morpeth, NE61 1PQ",8100
"Felton Fence Livery, Felton Fence Farm, Felton, Morpeth, NE65 9HY",5000
"Unit 1, Abacus House, Meadowfield, Ponteland, Newcastle Upon Tyne, NE20 9SD",15250
"Beach Huts (8), Harbour Road, Amble, Morpeth, Northumberland, NE65 0AP",900
"First Floor, 2a, Maple Street, Ashington, Northumberland, NE63 0BN",4850
"Shop, Bridge Street House, Bridge Street, Rothbury, Morpeth, Northumberland, NE65 7SE",1725
"Unit 5-7, Dukes Court, Dukes Way, Low Prudhoe, Prudhoe, Northumberland, NE42 6DA",6500
"Unit 4 Riverside Workshops, Coniston Road, Blyth Riverside Business Park, Blyth, Northumberland, NE24 4RG",5100
"1, Sovereign Court, Broad Road Industrial Estate, Seahouses, NE68 7WH",2275
"28, Union Street, Blyth, Northumberland, NE24 2EA",2300
"Room G07 Community Enterprise Centre, Ridley Street, Blyth, Northumberland, NE24 3AG",2550
"3, Garden Terrace, Alnmouth, Alnwick, NE66 2SF",4050
"T05, Blyth Workspace, Commissioners Quay, Quay Road, Blyth, Northumberland, NE24 3AF",5100
"4, Sovereign Court, Broad Road Industrial Estate, Seahouses, NE68 7WH",1475
"Garage, Wimbourne Quay, Blyth, Northumberland, NE24 1LT",3650
"7, New Market, Morpeth, Northumberland, NE61 1PS",17500
"3, Sovereign Court, Broad Road Industrial Estate, Seahouses, NE68 7WH",1475
"Flat 2, 6a, George Street, Amble, Morpeth, NE65 0DW",3200
"1d, Laburnum Terrace, Ashington, Northumberland, NE63 0XX",11750
"Office F12, Arch Centre For Enterprise, Lintonville Parkway, Ashington, NE63 9JZ",3900
"1st, Floor 3, Lintonville Terrace, Ashington, Northumberland, NE63 9UN",5100
"7b, Old Queens Head Yard, Oldgate, Morpeth, Northumberland, NE61 1PY",1125
"1st Flr, Rear 7a, Oldgate, Morpeth, Northumberland, NE61 1PY",1500
"Unit 7, East Cramlington Industrial Estate, Old Stone Road, Cramlington, Northumberland, NE23 6XW",2250
"Offices 1-3, Former Tyne Valley Tyres, Bridge End, Hexham, Northumberland, NE46 4JH",3800
"Dow Storey, County Buildings, Priestpopple, Hexham, Northumberland, NE46 1PS",13250
"15, West Street, Berwick-Upon-Tweed, TD15 1AS",10250
"Unit 2b/2c, Horton Park Offices, Seaton Burn, Newcastle Upon Tyne, NE13 6BU",9600
"Unit 3, Meadowfield, North Seaton, Ashington, Northumberland, NE63 9TR",14500
"Unit 3, Meadowfield, North Seaton, Ashington, Northumberland, NE63 9TR",14500
"78, Astley Road,  Seaton Delaval, Whitley Bay, NE25 0DG",4500
"Unit 18 Dene Workshops, Mickley Square, Mickley, Stocksfield, Northumberland, NE43 7BJ",710
"Unit 2.4 Beaufront House, Beaufront Park, Anick Road, Hexham, Northumberland, NE46 4TU",7500
"Specialist Cars, Cowpen Road, Blyth, Northumberland, NE24 5JW",11250
"Castle Lea, 3, Castle Rigg, Otterburn, Newcastle Upon Tyne, NE19 1NQ",3350
"Elliots, Main Road, Wylam, Northumberland, NE41 8AQ",5600
"Guest House , Saughy Rigg Farm, Haltwhistle, NE49 9PT",16250
"3, Fountain House, New Market, Morpeth, Northumberland, NE61 1PS",10000
"_, Wharton Arms, Burdon Terrace, Bedlington, Northumberland, NE22 6DA",11650
"2, Laburnum Terrace, Ashington, Northumberland, NE63 0XX",0
"Unit 12e, Windmill Way West, Ramparts Business Park, Berwick-Upon-Tweed, TD15 1TB",2900
"Ground Floor Unit 5, Berrymoor Court, Northumberland Business Park, Cramlington, Northumberland, NE23 7RZ",12250
"Fell View Cottage, Fell View, Sparty Lea, Hexham, Northumberland, NE47 9UJ",3350
"5, Havelock Street, Blyth, Northumberland, NE24 1AB",6200
"1a, Market Place, Alnwick, Northumberland, NE66 1HS",11000
"Blue Bell Inn, 17, Mount Pleasant, West Mickley, Stocksfield, Northumberland, NE43 7LP",7500
"Office 4e, Sanderson Arcade, Morpeth, Northumberland, NE61 1NS",2150
"Apartment 10, Coble Quay, Amble, Morpeth, Northumberland, NE65 0FB",3200
"1, Ferry Road, Hexham, NE46 4JW",3200
"21f, Briardale Road, Blyth, Northumberland, NE24 5LB",3000
"8, Narrowgate, Alnwick, Northumberland, NE66 1JG",11000
"Unit 3.8 Beaufront House, Beaufront Park, Anick Road, Hexham, Northumberland, NE46 4TU",1550
"32d, Newgate Street, Morpeth, Northumberland, NE61 1BA",3600
"18, St Ebbas Way, Beadnell, Chathill, NE67 5GH",4050
"5, Sovereign Court, Broad Road Industrial Estate, Seahouses, NE68 7WH",1475
"8, Sovereign Court, Broad Road Industrial Estate, Seahouses, NE68 7WH",2425
"1, Lovaine Cottage, Alnmouth, Alnwick, NE66 2SG",2400
"1st And 2nd Fs, 1-7, Priestpopple, Hexham, Northumberland, NE46 1PF",32000
"57, Castlegate, Berwick-Upon-Tweed, TD15 1LF",4450
"Unit Bt140/1d, Pegswood Industrial Estate, Pegswood, Morpeth, Northumberland, NE61 6RE",4650
"Broadway Bakers, 2, Broadway Circle, Blyth, Northumberland, NE24 2PG",3300
"_, Mauds Pool, Newbiggin-By-The-Sea, Northumberland, NE64 6AS",990
"Hermitage Cottage, Sturton Grange Steading, Warkworth, Morpeth, NE65 0YF",4450
"80a, Front Street, Prudhoe, Northumberland, NE42 5PU",2800
"Unit Bt, 140/2d, Pegswood Industrial Estate, Pegswood, Morpeth, Northumberland, NE61 6RE",5500
"The Court House, Bellingham, Hexham, Northumberland, NE48 2BS",8100
"C R Scott, Rear Of 62, Regent Street, Blyth, Northumberland, NE24 1LT",4150
"Unit 3 Riverside Workshops, Coniston Road, Blyth Riverside Business Park, Blyth, Northumberland, NE24 4RG",5100
"4, Front Street, Prudhoe, Northumberland, NE42 5HJ",9600
"Ponteland Branch Library, Thornhill Road, Ponteland, Newcastle Upon Tyne, NE20 9PZ",14750
"26, Clayport Street, Alnwick, Northumberland, NE66 1LA",4500
"1, St Cuthbert Close, North Sunderland, Seahouses, Northumberland , NE68 7WG",4450
"41, Market Street, Alnwick, Northumberland, NE66 1SR",7300
"Ye Olde Coble Inn, 5-7, Bridge Street, Newbiggin By The Sea, Northumberland, NE64 6EG",11500
"Smart Autos At , Pheonix House, Plessey Road, Blyth, Northumberland, NE24 3HT",10500
"4, Ballast Hill, Blyth, Northumberland, NE24 2AU",4150
"R Ridley & Sons, Mickley Moor West Farm, Hedley, Stocksfield, NE43 7SS",3600
"Ye Oddfellows Arms, Narrowgate, Alnwick, Northumberland, NE66 1JN",11500
"Room G15 Community Enterprise Centre, Ridley Street, Blyth, Northumberland, NE24 3AG",3100
"Rooms G02-G03 And G05, Community Enterprise Centre, Ridley Street, Blyth, Northumberland, NE24 3AG",5200
"120, Harbour Road, Beadnell, Chathill, NE67 5BJ",6200
"Unit 2, The Old Stables, Greys Yard, Morpeth, Northumberland, NE61 1QD",6000
"Unit 1, The Old Stables, Greys Yard, Morpeth, Northumberland, NE61 1QD ",7000
"Unit 8, East Cramlington Industrial Estate, Old Stone Road, Cramlington, Northumberland, NE23 6XW",2325
"100-102, Front Street East, Bedlington, Northumberland, NE22 5AE",8100
"Northumbria Motor Services Ltd, Priestpopple, Hexham, Northumberland, NE46 1PF",10250
"Unit 6 Riverside Workshops, Coniston Road, Blyth Riverside Business Park, Blyth, Northumberland, NE24 4RG",5100
"2, Clifton Road, Cramlington, Northumberland, NE23 6TG",6800
"3, Church Street, Cramlington, Northumberland, NE23 6QQ",6900
"Gms Renewable Technologies Ltd, Willowburn Trading Estate, Alnwick, Northumberland, NE66 2PF",34500
"Unit 16, Dukes Court, Dukes Way, Low Prudhoe, Prudhoe, Northumberland, NE42 6DA",3500
"Unit 23d, Haugh Lane Industrial Estate, Haugh Lane, Hexham, Northumberland, NE46 3PU",5400
"108, Milburn Road, Ashington, Northumberland, NE63 0PQ",5300
"Units 3-4, Nelson Avenue, Nelson Village, Cramlington, Northumberland, NE23 1HG",2600
"Unit E, Newbiggin Home Farm, Hexhamshire, Hexham, NE46 1SZ",5900
"Unit D, Newbiggin Home Farm, Hexhamshire, Hexham, NE46 1SZ",9500
"2nd & 3rd Flrs, 10, Market Place, Hexham, Northumberland, NE46 1XG",4250
"Gnd Flr, 1a, Laburnum Terrace, Ashington, Northumberland, NE63 0XX",11000
"Room 103 Berwick Workspace, Boarding School Yard, Marygate, Berwick-Upon-Tweed, Northumberland, TD15 1BN",2400
"Room 209 Berwick Workspace, Boarding School Yard, 90, Marygate, Berwick-Upon-Tweed, TD15 1BN",2850
"53, Longbeach Drive, Beadnell, Chathill, NE67 5EG",4450
"8, New Market, Morpeth, Northumberland, NE61 1PS",10000
"2, Ladbroke Street, Amble, Morpeth, Northumberland, NE65 0AS",3700
"Grove Cottage, Market Place, Allendale, Hexham, Northumberland, NE47 9BD",2500
"Office G10a, Arch Centre For Enterprise, Lintonville Parkway, Ashington, NE63 9JZ",5200
"Industrial Unit E-F, Hawkhill Business Park, Lesbury, Alnwick, NE66 3PG",4200
"Unit Dc84/1, Foundry Yard, Bellingham, Hexham, Northumberland, NE48 2DA",10500
"2, Cattle Market, Hexham, Northumberland, NE46 1LS",13750
"Unit 7, Stephenson Court, Barrington Industrial Estate, Bedlington, Northumberland, NE22 7DQ",4400
"Unit 1a, Old Station Yard, Wagonway Road, Alnwick, Northd, NE66 2NP",2850
"The Coach House, Easington, Belford, Northumberland , NE70 7EG",3800
"2, Bradshawgate, Swinhoe, Chathill, NE67 5AA",4450
"Lookout Stables, Lesbury, Alnwick, Northumberland, NE66 3PQ",1500
"Unit 7, Longridge Court, Barrington Industrial Estate, Bedlington, Northumberland, NE22 7DQ",4150
"Unit 4, Glendale Court, Amble, Morpeth, Northumberland, NE65 0RJ",1175
"Units 15 And 16, Merchant Court, North Seaton Industrial Estate, Ashington, NE63 0YH",12250
"Unit 4, Longridge Court, Barrington Industrial Estate, Bedlington, Northumberland, NE22 7DQ",4150
"Unit 1, Dukes Court, Dukes Way, Low Prudhoe, Prudhoe, Northumberland, NE42 6DA",3500
"1, Wansbeck Square, Ashington, Northumberland, NE63 9XH",14250
"Hexhamshire Brewery, Ordley, Hexham, Northumberland, NE46 1SX",6500
"Unit 5, Tyne Mills, Hexham, Northumberland, NE46 1XL",8500
"10, Avenue Crescent, Seaton Delaval, Whitley Bay, Tyne And Wear, NE25 0DN",2750
"Hillis Close, Coanwood, Haltwhistle, NE49 0PA",3200
"Oddfellows Arms, 91, Bridge Street, Blyth, NE24 3AE",6600
"9, Broad Road, North Sunderland, Seahouses, NE68 7UP",3800
"Unit 1 Hubbway Business Centre, Bassington Lane, Bassington Industrial Estate, Cramlington, Northumberland, NE23 8AD",6800
"Oak Inn, Causey Park, Morpeth, Northumberland, NE61 3EL",10000
"Oak Inn, Causey Park, Morpeth, Northumberland, NE61 3EL",10000
"Apartment 9, 2, Chapel Street, Berwick-Upon-Tweed, TD15 1BX",3200
"Nt76/15a, Moorland Way, Nelson Park Industrial Estate, Cramlington, Northumberland, NE23 1WE",14750
"The Steadings At, East Lilburn Farm, East Lilburn, Alnwick, NE66 4ED",2950
"Unit 4, Burt Street, Blyth, Northumberland, NE24 1NE",9800
"Unit 5, Burt Street, Blyth, Northumberland, NE24 1NE",9800
"Unit 2, Network Business Centre, Wansbeck Business Park, Rotary Parkway, Ashington, NE63 8QZ",12250
"Newton And Bywell Community Hall, Newton, Stocksfield, Northumberland, NE43 7UL ",4200
"Newton And Bywell Community Hall, Newton, Stocksfield, Northumberland, NE43 7UL ",4200
"T04, Blyth Workspace, Commissioners Quay, Quay Road, Blyth, Northumberland, NE24 3AF",4600
"T07, Blyth Workspace, Commissioners Quay, Quay Road, Blyth, Northumberland, NE24 3AF",2700
"The Arches, Waren Mill, Belford, NE70 7EE",2750
"Glenavon, 9, St Aidans, Seahouses, NE68 7SR",4050
"B R I C Eric Tolhurst Centre, Quay Road, Blyth, Northumberland, NE24 2AS",6500
"B R I C Eric Tolhurst Centre, Quay Road, Blyth, Northumberland, NE24 2AS",6500
"Starhouse, Front Street, Rothbury, Morpeth, Northumberland, NE65 7TY",4350
"The Hemmel, Tughall Steads, Chathill, NE67 5ER",3350
"4, The Stone Barn, Kirkharle, Newcastle Upon Tyne, NE19 2PE",2050
"Unit 1, The Precinct, Hadston, Morpeth, Northumberland, NE65 9YF",4200
"Unit 19c, Spencer Court, Blyth Riverside Business Park, Blyth, Northumberland, NE24 5TG",2225
"182, Station Road, Ashington, Northumberland, NE63 8HG",5200
"Unit 5b, Willowtree Industrial Estate, Alnwick, Northumberland, NE66 2PF",4600
"Unit 4a, Old Station Yard, Rothbury, Morpeth, Northumberland, NE65 7QP",4950
"41, Jackson Road, Wylam, Northumberland, NE41 8EL",6500
"G08, Blyth Workspace, Commissioners Quay, Quay Road, Blyth, Northumberland, NE24 3AF",9900
"S05, Blyth Workspace, Commissioners Quay, Quay Road, Blyth, Northumberland, NE24 3AF",3950
"Office At 89, Plessey Road, Blyth, NE24 3HT",1875
"4 Crewe Courtyard, Front Street, Bamburgh, Northumberland, NE69 7BJ",4450
"28c, Bridge Street, Morpeth, Northumberland, NE61 1NL",6000
"Room 110, Community Enterprise Centre, Ridley Street, Blyth, Northumerland, NE24 3AG",1075
"9, Park Avenue, Bedlington, Northumberland, NE22 7EJ",1500
"Coco'S Furniture Den Amble Boys Club, Percy Street, Amble, Morpeth, Northd, NE65 0PL",3950
"Factory No 15, Grasmere Way, Blyth Riverside Business Park, Blyth, Northumberland, NE24 4RG",7600
"1st Flr, 4, Clayport Street, Alnwick, Northumberland, NE66 1JU",2000
"11, Ropehaugh, Allenheads, Hexham, NE47 9HF",2500
"28b, Bridge Street, Morpeth, Northumberland, NE61 1NL",14000
"28b, Bridge Street, Morpeth, Northumberland, NE61 1NL",14000
"Unit 38, Atley Business Park, Cramlington, Northumberland, NE23 1WP",8800
"Ground Floor, 29, Waterloo Road, Blyth, Northumberland, NE24 1BW",19750
"Units 6k & 6l, Nelson Way, Admiral Business Park, North Nelson Industrial Estate, Cramlington, Northumberland, NE23 1WG",7100
"26a, Kielder Avenue, Cramlington, Northumberland, NE23 8JT",5700
"16, St Michaels Lane, Alnwick, NE66 1TW",3800
"Office 2 & 4 , Standing Stone Farm, Matfen, Newcastle Upon Tyne, NE20 0RQ",6100
"15, Market Street, Alnwick, Northumberland, NE66 1SS",8300
"34, Bowes Street, Blyth, Northumberland, NE24 1BE",4050
"Unit No 3, Front Street, Klondyke, Cramlington, Northumberland, NE23 6RF",8900
"Unit 17e, Spencer Court, Blyth Riverside Business Park, Blyth, Northumberland, NE24 5TG",3900
"9, Sextant House, Freehold Street, Blyth, Northumberland, NE24 2BA",8800
"10, Sextant House, Freehold Street, Blyth, Northumberland, NE24 2BA",5300
"Knowesgate Hotel, Knowesgate, Newcastle Upon Tyne, NE19 2SH",5750
"Oddfellows Hall, John Martin Street, Haydon Bridge, Hexham, Northumberland, NE47 6AB",3850
"Cafe, 45, Hallstile Bank, Hexham, Northumberland, NE46 3PQ",6600
"2 Middle, Enterprise Hub, Kirkley Hall, Ponteland, Newcastle Upon Tyne, NE20 0AQ",1150
"S09, Blyth Workspace, Commissioners Quay, Quay Road, Blyth, Northumberland, NE24 3AF",4000
"Business Park Office, Prestwick Park, Ponteland, Newcastle Upon Tyne, NE20 9SJ",4900
"62, Waterloo Road, Blyth, Northumberland, NE24 1DG",9800
"33, Peth Head, Wooler, Northumberland, NE71 6NE",2750
"Office 4 Library Building, Towne Gate, Heddon-On-The-Wall, Newcastle Upon Tyne, NE15 0DT",780
"Office 3 Library Building, Towne Gate, Heddon-On-The-Wall, Newcastle Upon Tyne, NE15 0DT",890
"Shaftoes, 4, Shaftoe Street, Haydon Bridge, Hexham, NE47 6BJ",6800
"Office 1 & 2 Library Building, Towne Gate, Heddon-On-The-Wall, Newcastle Upon Tyne, NE15 0DT",1600
"Pt 1st Flr, 14, Commercial Road, Blyth, Northumberland, NE24 1AQ",3450
"5, High Street, Newbiggin By The Sea, Northumberland, NE64 6AT",3350
"Office G13, Arch Centre For Enterprise, Lintonville Parkway, Ashington, NE63 9JZ",2075
"Gnd Floor, 48, Front Street East, Bedlington, Northumberland, NE22 5AB",6600
"Union Cottage, 11, Union Street, Seahouses, NE68 7RT",3800
"17, Lucker Road, Bamburgh, NE69 7BS",6200
"Catch Seafood, Waggon House, Milbourne, Newcastle Upon Tyne, NE20 0DH",37500
"Unit 4, Central Arcade, 16, Woodhorn Road, Ashington, Northumberland, NE63 9AE",9100
"Units 6d-F, Lee Moor Business Park, Rennington, Alnwick, Northumberland, NE66 3RL",1100
"Unit 4, East Cramlington Industrial Estate, Old Stone Road, Cramlington, Northumberland, NE23 6XW",2375
"Office 4 At Gnd Flr, 5, Kings Mount, Ramparts Business Park, Berwick-Upon-Tweed, TD15 1TQ",2700
"The Plough Hotel, Bondgate Without, Alnwick, Northumberland, NE66 1PN",48000
"14, Bridge Street, Berwick-Upon-Tweed, TD15 1AQ",8800
"Unit 1a Albion Retail Centre, Albion Way, Blyth, Northumberland, NE24 5BS",30000
"2, Ocean Drive, Beal, Berwick-Upon-Tweed, TD15 2PD",4050
"Pod 1 , Hexham Enterprise Hub, Eastburn , South Park, Hexham, Northumberland, NE46 1BS",950
"Woodpecker Mill, Hetton Hall Steadings, Chatton, Alnwick, NE66 5SD",3750
"Unit 4, Bearl Farm, Stocksfield, Northumberland, NE43 7AL",7600
"1st Flr 59, Front Street, Prudhoe, Northumberland, NE42 5AA",9000
"Mill House, Wandylaw, Chathill, NE67 5HG",4350
"Ground Floor 14, Bridge Street, Blyth, Northumberland, NE24 1BL",9400
"Room 006 Berwick Workspace, Boarding School Yard, 90, Marygate, Berwick-Upon-Tweed, TD15 1BN",1025
"Unit 2c, Watsons Yard, Barrington Road, Bedlington, Northumberland, NE22 7AH",7500
"Middle Workshop, The Old Grain Shed, Kirkharle, Newcastle Upon Tyne, NE19 2PE",2600
"Room 118, Community Enterprise Centre, Ridley Street, Blyth, Northumberland, NE24 3AG",5300
"Room 118, Community Enterprise Centre, Ridley Street, Blyth, Northumberland, NE24 3AG",5300
"117, Community Enterprise Centre, Ridley Street, Blyth, Northumberland, NE24 3AG",4300
"117, Community Enterprise Centre, Ridley Street, Blyth, Northumberland, NE24 3AG",4300
"Unit 34, Grasmere Way, Blyth Riverside Business Park, Blyth, Northumberland, NE24 4RG",4050
"Sandwich Box 54, Front Street, Prudhoe, Northumberland, NE42 5AA",4250
"Blue Barn, Warenton, Belford, NE70 7HW",4450
"The Phoenix, Forum Way, Cramlington, Northumberland, NE23 6YD",30000
"154, Milburn Road, Ashington, Northumberland, NE63 0PH",5900
"Station Garage, Station Road, Hexham, Northumberland, NE46 1EZ",41000
"9, Hallstile Bank, Hexham, Northumberland, NE46 3PG",6600
"2, The Old Granary, 135, Main Street, North Sunderland, Seahouses, NE68 7TS",4050
"Townfoot Gallery, Townfoot, Rothbury, Morpeth, Northumberland, NE65 7SL",2900
